id,name,phone,profile_url,listings_count,description_snippet,source,source_url
turlar-0053,Melay Travel,,https://turlar.az/me/melay-travel-1399,,"Biz inanırıq ki, səyahət həyatı zənginləşdirir və yeni üfüqlər açır. Bizim missiyamız hər bir tətil",turlar.az,https://turlar.az/shops
turlar-0054,Mercury Travel,,https://turlar.az/me/mercury-travel-1383,,"Xarici turlar, daxili turlar, kruizlər, viza dəstəyi, sanatoriyalar, aviabiletlər, hotellər",turlar.az,https://turlar.az/shops
turlar-0055,MFCLİONTRAVEL,(050) 2219190,https://turlar.az/me/mfcliontravel-1411,14,Ölkədaxili turların təşkili və sərnişin daşıma,turlar.az,https://turlar.az/shops
turlar-0056,MG AVİO TOUR,(010) 9102201,https://turlar.az/me/mg-avio-tour-1477,21,"Xarici və daxili turlar ;Ölkədaxili və Dünya üzrə otellərin rezervasiyası &amp; satışı, Aviabiletləri",turlar.az,https://turlar.az/shops
turlar-0057,MOOD TRAVEL,(055) 4802073,https://turlar.az/me/mood-travel-1342,29,Dünyanı bizimlə kəşf edin,turlar.az,https://turlar.az/shops
turlar-0058,Naftalan Otel və Sanatoriyaları,,https://turlar.az/me/naftalan-otel-ve-sanatoriyalari-1218,,Otel və sanatoriyaların rezervasiyası,turlar.az,https://turlar.az/shops
turlar-0059,NamiGo travel,,https://turlar.az/me/namigo-travel-1271,13,"Ölkəxarici ,Ölkədaxili turların təşkili.Guvenli partner.Sizin Zövqlü səyahətiniz üçün xidmətinizdəyi",turlar.az,https://turlar.az/shops
turlar-0060,Neway Travel,,https://turlar.az/me/neway-travel-1355,,"Ölkədaxili 1, 2, 3 və 4 günlük turların təşkili. Aviabiletlərin sərfəli qiymətə satışı. Bütün otelləri",turlar.az,https://turlar.az/shops
turlar-0061,OBA TOURİSM,,https://turlar.az/me/oba-tourism-1304,66,Xidmətlərimiz: . Aviabiletlərin satışı. Viza dəstəyi. Nəqliyyat xidməti. Ziyarət turları. Ölkədaxil,turlar.az,https://turlar.az/shops
turlar-0062,Oba Travel,,https://turlar.az/me/oba-travel-1301,,Oba Turizm şirkəti olaraq hər zaman keyfiyyətli turizm xidmətlərimizlə xidmətinizdəyik,turlar.az,https://turlar.az/shops
turlar-0063,Oba Turizm,,https://turlar.az/me/oba-turizm-1433,15,"Ölkə daxili,xarici,müalicəvi turların təşkili və unudulmaz səyahət təcrübələri bizim ünvanda.Səyahətləriniz",turlar.az,https://turlar.az/shops
turlar-0064,Oliqarx rent a car,,https://turlar.az/me/oliqarx-rent-a-car-1324,,"Gündəlik, Həftəlik, Aylıq Avtomobil kirayəsi. Endirimli və keyfiyyətli Avtomobillərin kirayəsi Munasi",turlar.az,https://turlar.az/shops
turlar-0065,OLYMPOS TOUR AZERBAIJAN,,https://turlar.az/me/olympos-tour-azerbaijan-1290,31,"Dünyanın bütün istiqamətlərində unudulmaz səyahətlər, müxtəlif konseptlərdə ölkədaxilii turlar, aviabiletlər",turlar.az,https://turlar.az/shops
turlar-0066,Olympos Travel,,https://turlar.az/me/olympos-travel-1161,,"&quot;OLYMPOS Travel&quot; Turizm Agentliyi - Daxili turlar , xarici turlar, aviabilet, transfer ve ote",turlar.az,https://turlar.az/shops
turlar-0067,OMEGA TRAVEL,(055) 2869586,https://turlar.az/me/omega-travel-1227,42,&quot;OMEGA TRAVEL&quot; Azərbaycanı mümkün qədər çox kəşf etmək və daha az xərcləmək üçün qrup halınd,turlar.az,https://turlar.az/shops
turlar-0068,Panda Travel,,https://turlar.az/me/panda-travel-1295,,"&quot;PANDA Travel&quot; Turizm Agentliyi - Daxili turlar , xarici turlar, aviabilet, transfer ve ote",turlar.az,https://turlar.az/shops
turlar-0069,PERFECT TRAVEL,(099) 8321333,https://turlar.az/me/perfect-travel-1321,31,"&quot;PERFECT TRAVEL&quot; milli turizmin inkişafına öz töhfəsini vermiş, bu sahədə öz xidmətlərilə tanınmı",turlar.az,https://turlar.az/shops
turlar-0070,Premier Holidays,,https://turlar.az/me/premier-holidays-1331,,"Ölkəxarici ,Ölkədaxili turların təşkili.Guvenli partner.Sizin Zövqlü səyahətiniz üçün xidmətinizdəyi",turlar.az,https://turlar.az/shops
turlar-0071,PREMİUM TRAVEL,(055) 3775357,https://turlar.az/me/premium-travel-1320,34,"PREMİUM ~ TRAVEL MMC sizlər üçün Ölkə Daxili 1 Günlük 2 Günlük və 3 Günlük, Məktəbli və Qurup Turlari",turlar.az,https://turlar.az/shops
turlar-0072,Rent A Car,,https://turlar.az/me/rent-a-car-1293,,"Gündəlik, Həftəlik, Aylıq Avtomobil kirayəsi. Endirimli və keyfiyyətli Avtomobillərin kirayəsi Munasi",turlar.az,https://turlar.az/shops
turlar-0073,Rent A Car 929,(055) 3002022,https://turlar.az/me/rent-a-car-929-1288,35,"Sərfəli qiymətlərlə geniş avtomobil seçimi, depozit tələbi olmadan, cəmi 15 dəqiqəlik sürətli və raha",turlar.az,https://turlar.az/shops
turlar-0074,RH Golden Travel,,https://turlar.az/me/rh-golden-travel-1424,,"Səyahətini unudulmaz et! RH_TRAVEL ilə Ümrə, viza, tur paketləri və fərdi səfərlər – hamısı zəmanətli",turlar.az,https://turlar.az/shops
turlar-0075,ROADX,(012) 3111095,https://turlar.az/me/roadx-1451,21,ROADX – korporativ və VIP müştərilər üçün premium nəqliyyat xidmətləri təqdim edən brenddir. Təhlükəsizlik,turlar.az,https://turlar.az/shops
turlar-0076,Saba Travel and Tourism,,https://turlar.az/me/saba-travel-and-tourism-1417,,"SABA TRAVEL AND TOURISM MMC TURİZM SİRKƏTİ 3 ildir daxili və xarici turlar üzrə peşəkar heyyəti, il",turlar.az,https://turlar.az/shops
turlar-0077,SABA TRAVEL AND TOURISM,,https://turlar.az/me/saba-travel-and-tourism-1327,,"SABA TRAVEL AND TOURISM MMC TURİZM SİRKƏTİ 3 ildir daxili və xarici turlar üzrə peşəkar heyyəti, il",turlar.az,https://turlar.az/shops
turlar-0078,sabiroglu travel,,https://turlar.az/me/sabiroglu-travel-1335,,,turlar.az,https://turlar.az/shops
turlar-0079,SAFE TRAVEL TURİZM AGENTLİYİ,,https://turlar.az/me/safe-travel-turizm-agentliyi-1257,,"SAFE ~ TRAVEL MMC sizlər üçün Ölkə Daxili 1 Günlük 2 Günlük və 3 Günlük, Məktəbli və Qurup Turlari, Xaric",turlar.az,https://turlar.az/shops
turlar-0080,SAVTOUR MMC,,https://turlar.az/me/savtour-mmc-1368,,"SAVTOUR MMC, 2016-cı İldən sİzİnlə!",turlar.az,https://turlar.az/shops
turlar-0081,Selena Tour,,https://turlar.az/me/selena-tour-1438,,"ATAA üzvü. 9 ildir ki, sizinlə birlikdə böyüyürük. Aviabiletlər. Ölkəxarici turlar. Viza dəstəyi",turlar.az,https://turlar.az/shops
turlar-0082,Sema Travel MMC,,https://turlar.az/me/sema-travel-mmc-1419,,Tur Şirketi. Tur paketər. Avia biletlər. Otel bronu. Transfer. Sığorta,turlar.az,https://turlar.az/shops
turlar-0083,SeYa Travel MMC,,https://turlar.az/me/seya-travel-mmc-1361,,"&quot;SeYa Travel&quot; Ölkədaxili, Ölkəxarici turların təşkili, Aviabiletlər, Viza Dəstəyi, Məktəbl",turlar.az,https://turlar.az/shops
turlar-0084,Sizin Avtobuslar MMC,,https://turlar.az/me/sizin-avtobuslar-mmc-1159,,Azərbaycan daxilində istənilən istiqamətdə nəqliyyat xidməti həyata keçiririk. We provide transport service,turlar.az,https://turlar.az/shops
turlar-0085,SN Travel Baku,,https://turlar.az/me/sn-travel-baku-1377,,"SN Travel Baku şirketi 2016-ci ildən fəaliyyətdədir. Xidmətlərimiz; Aviabilet, Otellərin bronlaşdırılması",turlar.az,https://turlar.az/shops
turlar-0086,SPACE TRAVEL MMC,,https://turlar.az/me/space-travel-mmc-1329,,"Xidmətlərimiz Aviabilet, Otel, Transfer, Daxili turlar, Viza və.s Büdcənizə uyğun qiymətlər təklif ediri",turlar.az,https://turlar.az/shops
turlar-0087,STAR Travel,,https://turlar.az/me/star-travel-375,,Aviabiletlərin satışı,turlar.az,https://turlar.az/shops
turlar-0088,STORY TRAVEL,(070) 5685370,https://turlar.az/me/story-travel-1238,75,"&quot;Story Travel&quot; sizlər üçün Daxili və Xarici turlar, Aviabletlər,otel rezervasyonları,Viza kim",turlar.az,https://turlar.az/shops
turlar-0089,Tel Travel,,https://turlar.az/me/tel-travel-1362,,Ölkəxarici qrup turları | Viza dəstəyi | Tur paketləri,turlar.az,https://turlar.az/shops
turlar-0090,TRAVEL SHOP,,https://turlar.az/me/travel-shop-1332,,,turlar.az,https://turlar.az/shops
turlar-0091,Travelhome,,https://turlar.az/me/travelhome-1302,,"Ölkədaxili və ölkəxarici turların təşkili, aviabilet satışı, otel bronu. Hər növ turizm xidmətinin göstərilməs",turlar.az,https://turlar.az/shops
turlar-0092,Travello Azerbaijan Mmc,,https://turlar.az/me/travello-azerbaijan-mmc-302,,"Səyahət et , iş həmişə var!",turlar.az,https://turlar.az/shops
turlar-0093,Travelwith Seyrana,,https://turlar.az/me/travelwith-seyrana-1294,1,Xarici və daxili tur Məktəbli turları Aviabilet Camping,turlar.az,https://turlar.az/shops
turlar-0094,TT Travel,,https://turlar.az/me/tt-travel-1222,27,"Ölkə daxili ,Xarici, Məktəbli.Müalicəvi turların təşkili Aviabiletlərin satışı",turlar.az,https://turlar.az/shops
turlar-0095,Turdayam mmc,,https://turlar.az/me/turdayam-mmc-1385,,"Turdayam turizm agency Daxili və Xarici turlar üzrə 15 ildir xidmət göstəririk Daxili turlar ,Xaric",turlar.az,https://turlar.az/shops
turlar-0096,Ugur Tours,,https://turlar.az/me/ugur-tours-1351,,Ugur Tours,turlar.az,https://turlar.az/shops
turlar-0097,Vionera Travel,,https://turlar.az/me/vionera-travel-1414,,Daxili ve xarici turlarin teskili,turlar.az,https://turlar.az/shops
turlar-0098,Vita Travel MMC,,https://turlar.az/me/vita-travel-mmc-1267,,Vita Travel müştərilərinə Azərbaycanın müxtəlif istiqamətlərinə müalicə və səyahət xidmətləri təkli,turlar.az,https://turlar.az/shops
turlar-0099,Yurdtravel_azeribaijan,,https://turlar.az/me/yurdtravel-azeribaijan-1300,,"Daxili turların,xarıcı turların,avıa biletlerin,dini turların,mektebli turlarının satışı",turlar.az,https://turlar.az/shops
turlar-0100,YURDUM TRAVEL,,https://turlar.az/me/yurdum-travel-1428,,"Yurdum Travel – daxili turlar, qrup səfərləri və nəqliyyat sifarişi xidmətləri ilə unudulmaz səyahətlə",turlar.az,https://turlar.az/shops
turlar-0101,Zirvə travel,,https://turlar.az/me/zirve-travel-1106,29,"Turizm xidmətləri , daxili turizm Xarici turizm Aviebilet satışı",turlar.az,https://turlar.az/shops
turlar-0102,Əsr Travel,,https://turlar.az/me/esr-travel-1407,,Hal hazırda şirkətimiz də həm daxili həm də xarici turlarımız mövcüddur.Hər zaman keyfiyətli turlarl,turlar.az,https://turlar.az/shops
