id,company_name,phone,email,city,source,source_id,extra_json
travel-0011,Akmaral Sayahat medical,,,Bakı,ew_travel_agencies_xlsx,3547454,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3547454""], ""agent_codes"": [""Akmaral Sayahat medical""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0012,Al-Murtaza Travel MMC,,,Bakı,turlar.az+trippost.az,turlar-0004,"{""sources"": [""turlar.az"", ""trippost.az""], ""profile_url"": ""https://turlar.az/me/al-murtaza-travel-mmc-1136"", ""listings_count"": """", ""description_snippet"": ""Ən ucuz Aviabiletlərin Təşkili Kərbəla,Məşhəd,Ümrə,Əshabi Kəfh Daxili Ziyarətlər,Xarici Ziyarətlər,Daxil"", ""alt_values"": {""profile_url"": [""https://trippost.az/turizm-sirketleri/al-murtaza-travel/""]}, ""slug"": ""al-murtaza-travel"", ""tagline"": """"}"
travel-0013,Alean company,,,Bakı,ew_travel_agencies_xlsx,2409347,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2409347""], ""agent_codes"": [""Alean company leisure""], ""rate_codes"": [""Daily Rates""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0014,Aline Group MMC,,,Bakı,ew_travel_agencies_xlsx,2561879,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2561879""], ""agent_codes"": [""Aline Group""], ""rate_codes"": [""Daily Rates""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0015,All Time Travel,,,Bakı,turlar.az,turlar-0005,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/all-time-travel-1349"", ""listings_count"": """", ""description_snippet"": ""Xarici Turlar. Daxili Turlar. Tur Paketlər. Aviabilet. Siğorta""}"
travel-0016,All Travel,,,Bakı,trippost.az,trippost-0007,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/all-travel/"", ""slug"": ""all-travel"", ""tagline"": """"}"
travel-0017,ALTUR,,,Bakı,turlar.az,turlar-0006,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/altur-1211"", ""listings_count"": ""1"", ""description_snippet"": ""Seyahət Bizimlə Daha Sərfəli""}"
travel-0018,ALVIN TRAVEL MMC,,,Bakı,turlar.az,turlar-0007,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/alvin-travel-mmc-1241"", ""listings_count"": """", ""description_snippet"": ""Xarici və Daxili turların ən inonativ turizm agentliyi""}"
travel-0019,AMBULATOR,,,Bakı,ew_travel_agencies_xlsx,2313279,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2313279""], ""agent_codes"": [""AMBULATOR""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0020,Anama,,,Bakı,ew_travel_agencies_xlsx,2759340,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2759340""], ""agent_codes"": [""Anama medical""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0021,Ansar LTD,,,Bakı,trippost.az,trippost-0008,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/ansar-ltd/"", ""slug"": ""ansar-ltd"", ""tagline"": """"}"
travel-0022,Antik Travel,(051) 6642497,,Bakı,turlar.az,turlar-0008,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/antik-travel-1350"", ""listings_count"": ""20"", ""description_snippet"": ""Unudulmaz səyahət təcrübələri təklif edirik""}"
travel-0023,Ark travels,0518611846,,Bakı,ew_travel_agencies_xlsx,2516221,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2516221""], ""agent_codes"": [""Ark travels medical""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0024,Arzu Travel,,,Bakı,turlar.az,turlar-0009,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/arzu-travel-1460"", ""listings_count"": ""14"", ""description_snippet"": ""Sərfəli qiymətlərlə Arzu Travel kimi təcrübəli səyahət təşkilatçısı Daxili turlar,xarici turlar, aviabilet""}"
travel-0025,ARZUM~TRAVEL ÖLKƏ DAXİLİ VƏ XARİCİ TURLAR,(077) 7480717,,Bakı,turlar.az,turlar-0010,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/arzumtravel-olke-daxili-ve-xarici-turlar-1245"", ""listings_count"": ""40"", ""description_snippet"": ""ARZUM~TRAVEL ölkədaxili turların , məktəbli və qrup turların təşkili, nəqliyyat sifarişi və s. turizm""}"
travel-0026,Asman Tour,+994708232364,,Bakı,ew_travel_agencies_xlsx,2092126,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2092126"", ""2092121""], ""agent_codes"": [""Asman Tour leisure"", ""Asman Tour medical""], ""rate_codes"": [""Daily Rates"", ""Medical Rates (medikal +FB)""], ""sales_reps"": [""Rəşad Aslanlı""], ""is_company"": [], ""passive"": [], ""grey_list"": [false, false], ""excel_row_count"": 2, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0027,Atlas Travel,,,Bakı,trippost.az,trippost-0009,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/atlas-travel/"", ""slug"": ""atlas-travel"", ""tagline"": """"}"
travel-0028,AVA Tour,,,Bakı,trippost.az,trippost-0010,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/ava-tour/"", ""slug"": ""ava-tour"", ""tagline"": """"}"
travel-0029,Aviatur Travel,,,Bakı,trippost.az,trippost-0011,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/aviatur-travel/"", ""slug"": ""aviatur-travel"", ""tagline"": """"}"
travel-0030,AVİATURLAR,,,Bakı,turlar.az,turlar-0011,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/aviaturlar-1126"", ""listings_count"": """", ""description_snippet"": ""Ən sərfəli qiymətlərlə aviabiletlər Və tur pakerin təklifi""}"
travel-0031,Axis Travel,,,Bakı,trippost.az,trippost-0005,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/axis-travel/"", ""slug"": ""axis-travel"", ""tagline"": """"}"
travel-0032,AYS Travel Agency,,,Bakı,trippost.az,trippost-0012,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/ays-travel-agency/"", ""slug"": ""ays-travel-agency"", ""tagline"": """"}"
travel-0033,AZ Travel Online,,,Bakı,trippost.az,trippost-0013,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/az-travel-online/"", ""slug"": ""az-travel-online"", ""tagline"": """"}"
travel-0034,AZE turizm,,,Bakı,ew_travel_agencies_xlsx+turlar.az+trippost.az,2520149,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2520149""], ""agent_codes"": [""AZE turizm medical""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx"", ""turlar.az"", ""trippost.az""], ""profile_url"": ""https://turlar.az/me/azetravel-1214"", ""listings_count"": """", ""description_snippet"": ""Bənzərsiz xidmətlər və razı qalan müştərilərimiz sayəsində AZETRAVEL Azərbaycanda ən uğurlu tur operatorlarında"", ""alt_values"": {""profile_url"": [""https://trippost.az/turizm-sirketleri/aze-turizm/""]}, ""slug"": ""aze-turizm"", ""tagline"": """"}"
travel-0035,AZELKO MMC,,,Bakı,ew_travel_agencies_xlsx,2310558,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2310558""], ""agent_codes"": [""AZELKO MMC""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0036,Azerbaijan Mountain Guide,,,Bakı,trippost.az,trippost-0015,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/azerbaijan-mountain-guide/"", ""slug"": ""azerbaijan-mountain-guide"", ""tagline"": """"}"
travel-0037,Azestour Estoniya,+37256238877,,Bakı,ew_travel_agencies_xlsx,2679160,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2679160""], ""agent_codes"": [""Azestour Estoniya""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [""Yuliya Sommer""], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0038,AZETURİZM,,,Bakı,turlar.az,turlar-0013,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/azeturizm-1313"", ""listings_count"": """", ""description_snippet"": ""Xarici turlar, Daxili turlar, Qrup turları, ucuz Aviabiletlər, Dünyanın istənilən ölkəsinə Otellər, Səyahə""}"
travel-0039,AZTUR TRAVEL,,,Bakı,turlar.az,turlar-0014,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/aztur-travel-1283"", ""listings_count"": """", ""description_snippet"": ""Aztur Travel &quot;2017-cü ildən bəri turizm istiqamətləri üzrə müştərilərə xidmət göstərir, Mənzil-qərargah""}"
travel-0040,Baku Holiday travel,+994 992 02 02 20,Madina.Balametova@bht.az,Bakı,ew_travel_agencies_xlsx,2472877,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2472877""], ""agent_codes"": [""Baku Holiday travel medical""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [""Madina Balametova""], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0041,Baku Life Travel,,,Bakı,trippost.az,trippost-0016,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/baku-life-travel/"", ""slug"": ""baku-life-travel"", ""tagline"": """"}"
travel-0042,Baku Tour,,,Bakı,trippost.az,trippost-0017,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/baku-tour/"", ""slug"": ""baku-tour"", ""tagline"": """"}"
travel-0043,Baku tour medical,+994997361818,,Bakı,ew_travel_agencies_xlsx,2834232,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2834232""], ""agent_codes"": [""Baku tour medical""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0044,Baku World Travel,,,Bakı,ew_travel_agencies_xlsx+turlar.az+trippost.az,2537148,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2537148""], ""agent_codes"": [""Baku World Travel medical""], ""rate_codes"": [""Medical Rates (medikal +FB)""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx"", ""turlar.az"", ""trippost.az""], ""profile_url"": ""https://turlar.az/me/baku-world-travel-mmc-956"", ""listings_count"": ""4"", ""description_snippet"": ""&quot;Baku World Travel LLC&quot; sərfəli qiymətlərlə etibarlı səyahətlərin rəsmi ünvanıdır. Qeyd edə"", ""alt_values"": {""profile_url"": [""https://trippost.az/turizm-sirketleri/baku-world-travel/""]}, ""slug"": ""baku-world-travel"", ""tagline"": """"}"
travel-0045,Barat Travel,,,Bakı,turlar.az,turlar-0016,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/barat-travel-1408"", ""listings_count"": """", ""description_snippet"": ""Müqəddəs Ziyarətlərin Təşkili Məşhəd Kərbəla Ümrə Bakı Ətrafı Ziyarətlər""}"
travel-0046,Bee Tours,,,Bakı,trippost.az,trippost-0019,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/bee-tours/"", ""slug"": ""bee-tours"", ""tagline"": """"}"
travel-0047,Best Travel,(055) 7143973,,Bakı,turlar.az,turlar-0017,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/best-travel-1303"", ""listings_count"": ""40"", ""description_snippet"": ""&quot;Best Travel Azerbaijan&quot; kimi təcrübəli səyahət təşkilatçısı, sizi dünya ərazisində maraql""}"
travel-0048,Bilalov Mustafa,,,Bakı,ew_travel_agencies_xlsx,3526490,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3526490""], ""agent_codes"": [""Bilalov Mustafa""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0049,Bilgəh sanatoriyası,(050) 5536466,,Bakı,turlar.az,turlar-0018,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/bilgeh-sanatoriyasi-1483"", ""listings_count"": ""2"", ""description_snippet"": ""Bilgəh sanatoriyası ürək-damar, əsəb və dayaq-hərəkət sistemi xəstəliklərinin müasir bərpa mərkəzidir""}"
travel-0050,Billion Travel,,,Bakı,trippost.az,trippost-0020,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/billion-travel/"", ""slug"": ""billion-travel"", ""tagline"": """"}"
travel-0051,Bir Tur Travel MMC,,,Bakı,turlar.az,turlar-0019,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/bir-tur-travel-mmc-1216"", ""listings_count"": """", ""description_snippet"": ""Ölkədaxili Turlar (1,2,3,4 günlük) Ölkəxarici Turpaketlər (Hər istiqamətə) Aviabilet və otel bronu Məktəbl""}"
travel-0052,Boeing Travel,,,Bakı,trippost.az,trippost-0021,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/boeing-travel/"", ""slug"": ""boeing-travel"", ""tagline"": """"}"
travel-0053,Book and Travel,,,Bakı,trippost.az,trippost-0022,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/book-and-travel/"", ""slug"": ""book-and-travel"", ""tagline"": """"}"
travel-0054,Booking.com,,,Bakı,ew_travel_agencies_xlsx,2111161,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2111161""], ""agent_codes"": [""Booking.com""], ""rate_codes"": [""Booking.com""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0055,Brand Tour Azerbaijan,(077) 7271095,,Bakı,turlar.az,turlar-0020,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/brand-tour-azerbaijan-1325"", ""listings_count"": ""10"", ""description_snippet"": ""Aviabiletlərin satışı. Tur paketlər. Avtobus turları. Müalicəvi turlar. Məktəbli turların təşkili . Otelləri""}"
travel-0056,Bravo Travel,,,Bakı,trippost.az,trippost-0023,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/bravo-travel/"", ""slug"": ""bravo-travel"", ""tagline"": """"}"
travel-0057,BTS Group Travel,,,Bakı,trippost.az,trippost-0024,"{""sources"": [""trippost.az""], ""profile_url"": ""https://trippost.az/turizm-sirketleri/bts-group-travel/"", ""slug"": ""bts-group-travel"", ""tagline"": """"}"
travel-0058,CamelTravel,(010) 2126512,,Bakı,turlar.az,turlar-0021,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/cameltravel-1415"", ""listings_count"": ""16"", ""description_snippet"": ""Camel Travel turizm şirkəti Azərbaycan daxili və xaricii ölkələrə sərfəli qiymətlərlə rahat , təhlükəsi""}"
travel-0059,Caspian Travel,,,Bakı,turlar.az,turlar-0022,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/caspian-travel-1382"", ""listings_count"": """", ""description_snippet"": ""Birlikdə səyahət edək!. -Ölkədaxili turlar. -Avtobus icarəsi. -Aviabiletlər. -Tur paketlər""}"
travel-0060,Clasnatravel medical,,,Bakı,ew_travel_agencies_xlsx,3544686,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3544686""], ""agent_codes"": [""Clasnatravel medical""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0061,Continent travel medical,502996067,,Bakı,ew_travel_agencies_xlsx,3270805,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3270805""], ""agent_codes"": [""Continent travel medical""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0062,Cruise Travel,,,Bakı,ew_travel_agencies_xlsx,2165209,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2165209"", ""2165210""], ""agent_codes"": [""Cruise Travel leisure"", ""Cruise Travel medical""], ""rate_codes"": [""Daily Rates"", ""Medical Rates (medikal +FB)""], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false, false], ""excel_row_count"": 2, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0063,Dasdan Travel,,,Bakı,turlar.az,turlar-0023,"{""sources"": [""turlar.az""], ""profile_url"": ""https://turlar.az/me/dasdan-travel-1357"", ""listings_count"": """", ""description_snippet"": ""Xidmətinizdəyik: Aviabilet Xarici turlar, Daxili turlar Viza dəstəyi""}"
travel-0064,Davidov tours medical,,,Bakı,ew_travel_agencies_xlsx,3516971,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3516971""], ""agent_codes"": [""Davidov tours medical""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0065,Dermo Medical tours,,,Bakı,ew_travel_agencies_xlsx,3525617,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3525617""], ""agent_codes"": [""Dermo Medical tours""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0066,Dermo Nafdan travel,,,Bakı,ew_travel_agencies_xlsx,3525620,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3525620""], ""agent_codes"": [""Dermo Nafdan travel""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0067,Dermo Naftalan booking,,,Bakı,ew_travel_agencies_xlsx,3525590,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3525590""], ""agent_codes"": [""Dermo Naftalan booking""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0068,Dermo Naftalan Kamel,,,Bakı,ew_travel_agencies_xlsx,3525595,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3525595""], ""agent_codes"": [""Dermo Naftalan Kamel""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0069,Dermo Naftalan Med medical,,,Bakı,ew_travel_agencies_xlsx,3525629,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3525629""], ""agent_codes"": [""Dermo Naftalan Med medical""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0070,Dermo Naftalanium medical,,,Bakı,ew_travel_agencies_xlsx,3528937,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3528937""], ""agent_codes"": [""Dermo Naftalanium medical""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0071,Dermo paket Walkin,,,Bakı,ew_travel_agencies_xlsx,2761976,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""2761976""], ""agent_codes"": [""Dermo paket Walkin""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0072,Dermo RN travel,,,Bakı,ew_travel_agencies_xlsx,3525610,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3525610""], ""agent_codes"": [""Dermo RN travel""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
travel-0073,Dermo sanatoriums booking,,,Bakı,ew_travel_agencies_xlsx,3525584,"{""source_file"": ""c:\\Users\\ASUS G752VT\\Downloads\\EW\\Travel Agencies.xlsx"", ""ew_ids"": [""3525584""], ""agent_codes"": [""Dermo sanatoriums booking""], ""rate_codes"": [], ""sales_reps"": [], ""is_company"": [], ""passive"": [], ""grey_list"": [false], ""excel_row_count"": 1, ""sources"": [""ew_travel_agencies_xlsx""]}"
