name,type,segment,city,address,phones,discount,has_contact,sub_facility_count,sources
Türkmed Medical Center,private,potential-client,Abşeron,"Abşeron rayonu, Masazır qəsəbəsi, Əliağa Vahid küçəsi",(+994 55) 242 00 76 | (+994 12) 347 37 85,14%,yes,0,its.gov.az + sosial.gov.az
Bioloji Təbabət Klinikası,private,potential-client,Bakı / Sumqayıt / Göyçay / Masallı,"Bakı, 3-cü mkr, Pişəvəri küç. 110 | Sumqayıt, Ziya Bünyadov küç. 22 | Göyçay, M.Muradov küç. 12 | Masallı, E.Hüseynov küç.",(+994 12) 430 89 89 | (+994 18) 655 03 23 | (+994 20) 274 70 80 | (+994 25) 215 50 89,10%,yes,0,sosial.gov.az
Pro İmplant Dental Clinic,private,potential-client,Bakı / Sumqayıt,"Bakı, Əliəşrəf Əlizadə küç. 45 | Sumqayıt, Səməd Vurğun küç. 145A",(+994 51) 800 03 03 | (+994 10) 334 03 03,10%,yes,0,sosial.gov.az
32 Beauty Billur Dent,private,potential-client,Bakı,Məmməd Araz küç. 63,(+994 12) 561 32 80 | (+994 12) 561 32 90 | (+994 50) 708 25 21,5%,yes,0,sosial.gov.az
32 Gözəl Müasir Stomotoloji Klinika,private,potential-client,Bakı,Azərbaycan pr. 12,(+994 12) 596 73 13 | (+994 70) 533 32 32,10%,yes,0,sosial.gov.az
5A Dent,private,potential-client,Bakı,Zərifə Əliyeva küç. 31B,(+994 12) 493 00 24,5%,yes,0,sosial.gov.az
AA Estetik Klinika,private,potential-client,Bakı,"Bakı şəhəri̇, Səbail rayonu, Neftçi Qurban Abbasov",(+994 50) 830 18 48,,yes,0,its.gov.az
Adil Tibb Mərkəzi,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Ahu Estetik Klinika,private,potential-client,Bakı,"Xətai ray., Məhəmməd Hadi küç. 106",(+994 70) 530 50 81,10%,yes,0,sosial.gov.az
Ailə Tibb Mərkəzi,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Alliance Clinic,private,potential-client,Bakı,"Bakı şəhəri, Abbas Səhhət küçəsi 59/61",+99 412 310 07 88 | +99 410 310 07 88,,yes,0,its.gov.az
Amana Clinic,private,potential-client,Bakı,"Bakı şəhəri, Yasamal rayonu, Mirəli Seyidov küçəsi, ev 4",(+994 12) 432 99 99 | (+994 70) 432 99 99,,yes,0,its.gov.az
Amana Klinika,private,potential-client,Bakı,"Yasamal ray., Mirəli Seyidov küç. 20D",(+994 12) 432 99 99 | (+994 70) 432 99 99,5%,yes,0,sosial.gov.az
AMT Klinika,private,potential-client,Bakı,"Bakı, Nəsimi rayonu, Sübhi Salayev küçəsi 102-114, AZ1022",+994 12 596 52 55 | (+994 12) 596 53 55,,yes,0,its.gov.az + tibbiportal.az
Andromed,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Ankara Klinik,private,potential-client,Bakı,"Bakı şəhəri, Nizami rayonu, Məhsəti Gəncəvi küçəsi, 155",(+994 70) 632 07 57 | (+994 77) 632 07 57,,yes,0,its.gov.az + tibbiportal.az
Apex Clinic,private,potential-client,Bakı,Həsən Məcidov küç. 12,(+994 12) 525 48 47 | (+994 50) 444 48 47,5%,yes,0,sosial.gov.az
Apifitoterapiya,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Appro Hospital,private,potential-client,Bakı,"Bakı ş.,Suraxanı rayonu,Yeni Suraxan qəsəbəsi,Mər kəzi küçəsi,4T",(+994 10) 203 00 88,15%,yes,0,its.gov.az + sosial.gov.az
Aristokrat Tibb Mərkəzi,private,potential-client,Bakı,,,,no,0,tibbiportal.az
ARS Reabilitasiya Mərkəzi,private,potential-client,Bakı,"Bakı şəhəri, Aşıq Molla Cuma küçəsi 44B",(+994 12) 564 04 07/08 | (+994 12) 564 88 17,,yes,0,its.gov.az
AsMed Ortopedi Protez-Onurğa Mərkəzi,private,potential-client,Bakı,"Nərimanov ray., Əhməd Rəcəbli-1 küç. 23C",(+994 12) 555 77 02 | (+994 70) 222 66 02,5%,yes,0,sosial.gov.az
Assmed Klinikası,private,potential-client,Bakı,"Bakı şəhəri, Lökbatan, D.Bünyadzadə 3A",(+994 12) 445 17 17 | (+994 12) 445 18 18,,yes,0,its.gov.az + tibbiportal.az
Atlas Klinika,private,potential-client,Bakı,,,,no,0,tibbiportal.az
AVAZ Eşitmə və Nitq Mərkəzi,private,potential-client,Bakı,Ənvər Qasımzadə küç. 72,(+994 12) 440 35 85 | (+994 50) 277 35 35,9%,yes,0,sosial.gov.az
Avita Clinic,private,potential-client,Bakı,"Bakı şəhəri, Binə qəsəsbəsi, Əli İsazadə küçəsi 139",(+994 70) 202 27 02,,yes,0,its.gov.az
Avrasiya Hospital,private,potential-client,Bakı,"Bakı şəhəri, Ak.H.Əliyev küçəsi 15, AZ1078",(+994 12) 1116 | (+994 55) 979 01 01,,yes,0,its.gov.az + tibbiportal.az + medportal.az
Avropa Beynalxalq Hospital,private,potential-client,Bakı,"Bakı şəhəri, Səbail rayonu, Mikayıl Müşfiq küçəsi",(+994) 10 430 03 03,,yes,0,its.gov.az
Ayan-M,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Ayan-N,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Aysmed Klinikası,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Az Dent,private,potential-client,Bakı,Hüseyn Cavid pr. 54B,(+994 12) 510 77 88 | (+994 12) 510 77 87 | (+994 55) 237 54 54,10%,yes,0,sosial.gov.az
Azad Gülüş Dental Clinic By Raman Maharramov,private,potential-client,Bakı,Məhəmməd Naxçıvani küç. 22,(+994 12) 436 82 23 | (+994 50) 232 32 96,5%,yes,0,sosial.gov.az
Azevromed Klinikası,private,potential-client,Bakı,"Bakı şəh., Suraxanı r-nu, Yeni Günəşli V massivi, Samir Cəfərov küç. 2",+994 12 478 18 48 | (+994 12) 478 32 57 | (+994 12) 478 18 48 | (+994 50) 753 67 07,25%,yes,0,its.gov.az + sosial.gov.az
Azər-Türk Med Laser Clinic,private,potential-client,Bakı,"Bakı şəhəri, Xətai rayonu, Süleyman Vəzirov küçəsi, 65",(+994 12) 310-17-77 (+994 55) 444 97 91/92,,yes,0,its.gov.az
Azər-Türk-Med,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Azərbaycan Tibb Universiteti Tədris Cərrahiyyə Klinikası,private,potential-client,Bakı,"Bakı şəhəri, Mirqasımov küçəsi, 1004-cü məhəllə",(+994 12) 449 82 54 | (+994 12) 440 01 26,,yes,0,its.gov.az
Azərbaycan Tibb Universitetinin Tədris Terapevtik Klinikası,private,potential-client,Bakı,"Bakı şəhəri, Mərdanov qardaşları küçəsi 100, AZ-1078",(+994 12) 441 33 18 | (+994 12) 441 33 48,,yes,0,its.gov.az
Badam Medical Center,private,potential-client,Bakı,"Bakı şəhəri, Səbail rayonu, Abbasqulu Abbaszadə küçəsi 13A",(+994 12) 538 66 69 | (+994 12) 539 66 69 | *6699 | (+994 12) 538 66 99,10%,yes,0,its.gov.az + sosial.gov.az
Bakı Ağrı Klinikası,private,potential-client,Bakı,"Bakı şəhəri, Yasamal rayonu, Mirəli Seyidov 106",(+994 55/012) 460 71 70 | (+994 12) 460 71 70 | (+994 55) 460 71 70,4%,yes,0,its.gov.az + sosial.gov.az
Bakı Bərpa Mərkəzi,private,potential-client,Bakı,"Bakı şəhəri, Yasamal rayonu, Əbdulvahab Salamzadə 593",(+994 12) 432 87 88,,yes,0,its.gov.az
Bakı City Hospital,private,potential-client,Bakı,"Bakı, Lev Tolstoy küçəsi 170, AZ1095",(+994 70) 213 32 36,,yes,0,its.gov.az
Bakı Göz Klinikası,private,potential-client,Bakı,"Bakı şəhəri,Səbail rayonu,Teymur Elçin küçəsi, ev 6, mənzil1",(+994 12) 555 70 47 | (+994 50) 585 01 10,,yes,0,its.gov.az
Bakı Patologiya Mərkəzi,private,potential-client,Bakı,"Bakı şəhəri, Nərimanov rayonu, Əhməd Rəcəbli 208",(+994 12) 564 84 42 | (+994 77) 403 71 04/05,,yes,0,its.gov.az
Bakı Tehran Klinikası,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Baku Central Hospital,private,potential-client,Bakı,"Bakı şəhəri, Binəqədi ray., Svetlana Məmmədova küç., giriş 91, AZ1113",(+994 12) 569 24 50 | (+994 55) 772 15 55,,yes,0,its.gov.az
Baku City Hospital,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Baku Clinic Diamed,private,potential-client,Bakı,"Bakı şəhəri, Akademik Həsən Əliyev 493 (köhnə 101)",+994 12 465 06 06 | (+994 50) 465 06 06,,yes,0,its.gov.az
Baku Medical Plaza,private,potential-client,Bakı,"Bakı şəhəri, Xətai ray, Babək prospekti, ev 92N",909 | (+994 55) 605 87 49 | (+994 55) 604 49 09,5%,yes,0,its.gov.az + sosial.gov.az + tibbiportal.az + medportal.az
Baku Medical Plaza (Babək),private,potential-client,Bakı,,,,no,0,tibbiportal.az + medportal.az
Baku Siti Hospital,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Batı Göz Klinika,private,potential-client,Bakı,"Nəsimi ray., Vaqif pr. 75A",*4033 | (+994 12) 310 40 33,10%,yes,0,sosial.gov.az
Batıgöz Klinikası,private,potential-client,Bakı,"Bakı şəhəri Nəsimi rayonu, Vaqif prospekti 75 A, AZ1007",(+994 12) 4033 | (+994 12) 310 40 33,,yes,0,its.gov.az
Berlin Ailə və Uşaq Klinikası,private,potential-client,Bakı,"Bakı şəhəri, Yasamal rayonu,Abbas Mirzə Şərifzadə küçəsi 315 C",(+994 12) 310 03 66,,yes,0,its.gov.az
Beynəlxalq Tibb Mərkəzi,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Beynəlxalq Tibb Mərkəzi Nərimanov,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Bəyaz Diş Klinika,private,potential-client,Bakı,Həsənoğlu küç. 15A,(+994 12) 464 51 08 | (+994 10) 511 08 08 | (+994 55) 904 05 80,10%,yes,0,sosial.gov.az
Bioestetik Group,private,potential-client,Bakı,Faiq Yusifov küç. 57,(+994 12) 564 41 45 | (+994 55) 966 11 09,5%,yes,0,sosial.gov.az
Biolab,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Biomed Spektr,private,potential-client,Bakı,"Bakı şəhəri, Abbasqulu ağa Bakixanov küçəsi 7",(012) 498 00 65,,yes,0,its.gov.az
Biosis,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Biovista Hospital,private,potential-client,Bakı,"Bakı şəhəri, 34 2-ci yaşayış massivi, 151 Badamdar şossesi",(+994 50) 999 83 30,,yes,0,its.gov.az
BMP Medilux,private,potential-client,Bakı,,,,no,0,medportal.az
Body Harmony Baku,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Bona Dea Hospital,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Briz-L Göz Klinikası,private,potential-client,Bakı,"Bakı şəhəri, Nərimanov rayonu, 917-ci məhəllə M.Əlizadə 46",(+994 12) 541 19 00 | (+994 12) 541 24 00,,yes,0,its.gov.az
Buta Clinic,private,potential-client,Bakı,"Bakı şəhəri, Nərimanov rayonu, Yəhya Bakuvi küç, 24A",+994 50/55/70 207 29 21,,yes,0,its.gov.az
Büllur Klinika,private,potential-client,Bakı,Mirəli Qaşqay küç. 93,(+994 55) 331 22 93,10%,yes,0,sosial.gov.az + tibbiportal.az
Canpolad Doktor,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Caspian International Hospital,private,potential-client,Bakı,"Bakı şəhəri, Badamdar,1-ci yaşayış massivi, 31",(+994 12) 07 17 | (+99412) 502 50 15,,yes,0,its.gov.az + tibbiportal.az + medportal.az
Celamig Göz Klinikası,private,potential-client,Bakı,"Bakı şəhəri, Nəsimi rayonu, S.Rəhimov küçəsi 126/64, AZ1014",(+994 12) 596 12 51 | (+994 70) 738 90 00,,yes,0,its.gov.az
Citomed Klinikası,private,potential-client,Bakı,"Bakı şəh., Nərimanov ray., ​Möhsun Sənani küçəsi, 26​1",+994 50 806 76 96 | (+994 12) 541 57 96,,yes,0,its.gov.az
Davinci International Hospital,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Dental Arts Studio,private,potential-client,Bakı,Məmməd Araz küç. 111,(+994 12) 561 01 91 | (+994 50) 317 37 59 | (+994 55) 317 37 59,10%,yes,0,sosial.gov.az
Dental Plus Diş Klinikası,private,potential-client,Bakı,"Xətai ray., Məhəmməd Hadi küç. 68B",(+994 55) 480 84 15,12%,yes,0,sosial.gov.az
Dentamed Estetik Stomatoloji Klinika,private,potential-client,Bakı,Koroğlu Rəhimov küç. 3A,(+994 55) 282 13 33,15%,yes,0,sosial.gov.az
Dəniz Dent,private,potential-client,Bakı,Tolstoy küç. 137,(+994 12) 596 59 04 | (+994 12) 597 42 04 | (+994 70) 214 04 30,10%,yes,0,sosial.gov.az
Dəniz Hospital,private,potential-client,Bakı,"Bakı şəhəri, Xətai rayonu, İlqar Zülfüqarov",(+994 51) 816 03 03,,yes,0,its.gov.az
Diabetik Ayaq Mərkəzi,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Diaqnoz Medical Center,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Dialab 1,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Dialab 2,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Dialab Klinika,private,potential-client,Bakı,"Səbail ray., İstiqlaliyyət küç. 31",(+994 12) 492 20 56 | (+994 12) 497 44 49,20%,yes,0,sosial.gov.az
Diamed Medical Group,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Diamed Medical Group Neftçilər,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Diamond Medical Park,private,potential-client,Bakı,"Bakı şəhəri, Yasamal rayonu, Mirəli Seyidov küçəsi 43",(+994 55) 600 24 00 | (+994 51) 600 24 00 | *2400,30%,yes,0,its.gov.az + sosial.gov.az
Dimed Medical Centre,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Doktor Davud,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Dr. Bubnovski Mərkəzi,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Dr. Smiles Dental Boutique,private,potential-client,Bakı,Adil İsgəndərov küç. 4/41,(+994 12) 492-08-44 | (+994 50) 378-97-20,15%,yes,0,sosial.gov.az
Dr.Kamal Klinika,private,potential-client,Bakı,"Bakı şəhəri, Eldar Tağızadə küç.1",(+994 50) 323 11 19 | (+994 55) 310 80 66,,yes,0,its.gov.az
Dream Smile,private,potential-client,Bakı,Mirəli Qaşqay küç. 85D,(+994 50) 272 66 22,19%,yes,0,sosial.gov.az
Dünya Diş Klinikası,private,potential-client,Bakı,29-cu Binə küç. 29,(+994 55) 472 96 16,3%,yes,0,sosial.gov.az
Dünya Göz Klinikası,private,potential-client,Bakı,"Səbail ray., Bayıl qəs., Mikayıl Hüseynov küç. 39",(+994 12) 404 44 69,14%,yes,0,sosial.gov.az
Dünyagöz,private,potential-client,Bakı,"Bakı şəhəri, Səbail rayonu, M.Useynov ev 39",(+994 12) 404 44 69,,yes,0,its.gov.az + tibbiportal.az
EGE Hospital,private,potential-client,Bakı,"Bakı şəhəri, Ak.H.Əliyev küçəsi 38, AZ1078",(+994 12) 1117 | (+994 12) 599 11 17,,yes,0,its.gov.az + tibbiportal.az
Eh Dental Clinic,private,potential-client,Bakı,Qarabağ küç. 71,(+994 55) 299 86 86,9%,yes,0,sosial.gov.az
El Dent,private,potential-client,Bakı,Qara Qarayev pr. 30/42,(+994 55) 545 34 35,20%,yes,0,sosial.gov.az
Elmed Tibb Mərkəzi,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Eltac,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Endokrin Mərkəz,private,potential-client,Bakı,,,,no,0,tibbiportal.az + medportal.az
Epilife Estetik Mərkəzi,private,potential-client,Bakı,Aşıq Molla Cümə küç. 7A,(+994 12) 567 09 05 | (+994 55) 518 09 05 | (+994 77) 518 09 05,9%,yes,0,sosial.gov.az
Episom Klinikası,private,potential-client,Bakı,"Bakı şəhəri, Nərimanov ray, Ə.Rəcəbli 19R",(+994 12) 464 89 20,,yes,0,its.gov.az
Etalon Hospital,private,potential-client,Bakı,"Bakı şəhəri, Yasamal rayonu, Xıdır Mustafayev küçəsi",(+994 12) 505 33 55 | (+994 77) 505 33 55,,yes,0,its.gov.az
Euromed Tibb Mərkəzi,private,potential-client,Bakı,,,,no,0,tibbiportal.az + medportal.az
Face Art Klinika,private,potential-client,Bakı,Möhsün Sənani küç. 106,(+994 10) 554 54 14,5%,yes,0,sosial.gov.az
Faqma,private,potential-client,Bakı,,,,no,0,tibbiportal.az
FALCK Klinikası,private,potential-client,Bakı,"Bakı şəhəri, Nizami küçəsi 162",(+994 55) 500 30 26 | (+994 12) 599 85 87 / 88,,yes,0,its.gov.az
Fetal Mərkəz NS Genetics,private,potential-client,Bakı,"Bakı şəhəri, Nərimanov rayonu, Nəcəf Nərimanov küçəsi 109",(+994 50) 209 75 55,,yes,0,its.gov.az
Fizyore,private,potential-client,Bakı,"Bakı şəhəri, Sabunçu r., Bakıxanov q., Muxtar Fətəliyev, 97",(+994 70) 400 01 00,,yes,0,its.gov.az
Fonus Eşitmə Mərkəzi,private,potential-client,Bakı,"Bakı şəhəri, Nəsimi rayonu, İzzət Həmidov küçəsi 3",(+994 12) 597 12 00 | (+994 55) 664 63 36,,yes,0,its.gov.az
Freyd Psixoloji Mərkəz,private,potential-client,Bakı,Mehdi Hüseynzadə küç. 131/141 | Məhəmməd Hadi küç. 78,(+994 70) 965 93 95 | (+994 77) 804 69 09,35%,yes,0,sosial.gov.az
Funda Hospital,private,potential-client,Bakı,"Bakı şəhəri, Nərimanov rayonu, İ.Hidayətzadə küçəsi 163",(+994 12) \*0777 | (+994 12) 567 55 82,,yes,0,its.gov.az
Genom Genetic Clinic Laboratory,private,potential-client,Bakı,Mərkəzi Bulvar küç. 3,(+994 12) 526 18 65 | (+994 50) 999 03 27,20%,yes,0,sosial.gov.az
German Hospital,private,potential-client,Bakı,"Bakı şəhəri, İsmayıl bəy Qutqaşınlı 50",(+994 12) 538 66 60 | (+994 55) 455 78 81,,yes,0,its.gov.az + tibbiportal.az
Gülçin,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Güvən Hospital,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Happy Smile Stomatoloji Klinika,private,potential-client,Bakı,"Nəsimi ray., Mirəli Qaşqay küç. 39",(+994 12) 541 54 75 | (+994 50) 501 00 93,10%,yes,0,sosial.gov.az
Harmony Health Hospital,private,potential-client,Bakı,"Bakı şəhəri, Nəsimi Rayonu. Salatın Əsgərova küçəsi",(+994 12) 464 55 55,,yes,0,its.gov.az
Hat Medicine,private,potential-client,Bakı,,,,no,0,tibbiportal.az
HAYAT Clinic,private,potential-client,Bakı,"Bakı şəhəri, Yasamal rayonu, Mətbuat prospekti 35",(+994 12) 404 14 04 | (+994 55) 261 14 04,,yes,0,its.gov.az + tibbiportal.az
HB Güvən Klinik,private,potential-client,Bakı,"Bakı şəhəri, Ataturk prospekti 3078",(+994 12) 959,,yes,0,its.gov.az + tibbiportal.az + medportal.az
Health Med,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Hicama Sağlıqlı Yaşam Mərkəzi,private,potential-client,Bakı,"Yasamal ray., Əsəd Əhmədov küç. 9",(+994 12) 434 88 08,5%,yes,0,sosial.gov.az
High Medical Care,private,potential-client,Bakı,Ağa Nemətulla küç. 250,(+994 12) 464 78 17 | (+994 10) 330 04 44 | (+994 99) 330 04 44,20%,yes,0,sosial.gov.az
Hijama Cupping Center,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Hind Klinikası,private,potential-client,Bakı,Balababa Məcidov küç. 22,(+994 55) 316 93 93,25%,yes,0,sosial.gov.az + tibbiportal.az
Hollywood Dental,private,potential-client,Bakı,Mirzəbala Əhmədzadə küç. 13A,(+994 12) 566 76 96,4%,yes,0,sosial.gov.az
Hövsan Tibb Mərkəzi,private,potential-client,Bakı,"Hövsan qəs., Qələbə küç. 7",(+994 12) 449 22 11 | (+994 50) 499 22 11 | (+994 99) 599 22 11,5%,yes,0,sosial.gov.az
HTC Cliniva Hospital,private,potential-client,Bakı,"Bakı şəhəri, Nizami rayonu, Qara Qarayev pr. 84",(+994 55) 282 00 99 | (+994 12) 323 95 01,,yes,0,its.gov.az
Xətai Estetik Klinikası,private,potential-client,Bakı,"Bakı şəhəri Xətai rayonu, Süleyman Vəzirov küçəsi",(+994 50) 245 85 04 | (+994 12) 490 83 61 | (+994 12) 490 83 62 | (+994 50) 204 84 41,6%,yes,0,its.gov.az + sosial.gov.az
Xüsusi Müalicə Sağlamlıq Kompleksi,private,potential-client,Bakı,"Bakı şəhəri, Səbail rayonu, Badamdar şossesi 31T",(+994 12) 493 81 25 | (+994 12) 493 90 93,,yes,0,its.gov.az
International Medical Center 1,private,potential-client,Bakı,"Bakı şəhəri, Nəsimi rayon, Rəsul Rza küç. 24",(+994 12) 596 13 16,,yes,0,its.gov.az
International SOS,private,potential-client,Bakı,,,,no,0,tibbiportal.az
İmplant Art,private,potential-client,Bakı,Bəsti Bağırova küç. 12,(+994 50) 596 20 50,5%,yes,0,sosial.gov.az
İnam Klinika,private,potential-client,Bakı,Dilarə Əliyeva küç. 175,(+994 12) 594 11 03 | (+994 50) 525 25 07,4%,yes,0,sosial.gov.az + tibbiportal.az + medportal.az
İnci Laboratoriya,private,potential-client,Bakı,"Bakı şəhəri, Nəsimi rayonu, Bülbül prospekti 58G",+994 12 493 80 47/48,,yes,0,its.gov.az
İnsan Diaqnostik Müalicə Mərkəzi,private,potential-client,Bakı,"Bakıxanov qəs., Mahır Əmirov küç. 96",(+994 12) 429 99 47 | (+994 12) 429 77 53 | (+994 51) 637 35 30,20%,yes,0,sosial.gov.az
İran Klinikası,private,potential-client,Bakı,,,,no,0,tibbiportal.az
İris Estetik Klinika,private,potential-client,Bakı,Nigar Rəfibəyli küç. 20,(+994 12) 492 40 45 | (+994 55) 533 78 76,9%,yes,0,sosial.gov.az
İstanbul Hospital,private,potential-client,Bakı,"Bakı şəhəri, Binəqədi rayonu, S.S.Axundov küçəsi 141",(+994 12) 562 40 02 | (+994 55) 265 40 03,,yes,0,its.gov.az + tibbiportal.az
İstanbul NS klinikası,private,potential-client,Bakı,"Bakı şəhəri, Atatürk prospekti 140, AZ1130",(+994 12) 465 85 00 | (+994 55) 467 85 00,,yes,0,its.gov.az + tibbiportal.az
Kəpəz Hospital,private,potential-client,Bakı,"Bakı şəhəri, Nəsimi rayonu, Cəlil Məmmədquluzadə küçəsi 101A",(+994 12) 449 67 57 | (+994 55) 990 00 88,,yes,0,its.gov.az
Konq-Hi Koreya,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Korea Şərq Təbabəti,private,potential-client,Bakı,"Bakı şəhəri, Səbail rayonu, Neftçilər prospekti 65",(+994 50) 290 28 37,,yes,0,its.gov.az
Kraton Clinic,private,potential-client,Bakı,"Bakı şəhəri, Şəfayət Mehdiyev 1054",(+994 12/70) 431 11 44 | (+994 12) 431 11 44 | (+994 70) 431 11 44,6%,yes,0,its.gov.az + sosial.gov.az
Qaragöz Klinika,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Qələbə Tibb Mərkəzi,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Qələndər Klinikası,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Labco Klinik Laboratoriya Mərkəzi,private,potential-client,Bakı,"Bakı şəhəri, Nərimanov rayonu, Həsənoğlu küçəsi 17",\*4050,,yes,0,its.gov.az
Lalisa Estetik Mərkəzi,private,potential-client,Bakı,Tbilisi pr. 1058,(+994 55) 709 03 03,3%,yes,0,sosial.gov.az
Lanset,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Lanset Cərrahlıq Klinikası,private,potential-client,Bakı,"Bakı şəhəri, Sabit Rəhman küçəsi 35",(+994 12) 448 47 02 | (+994 70) 887 13 13,,yes,0,its.gov.az
Leyla Medical Center,private,potential-client,Bakı,"Bakı şəhəri, Xətai rayonu, Yusif Səfərov küçəsi 19",(+994 12) 0101 | (+994 12) 490 21 31,,yes,0,its.gov.az
Leyla Şıxlinski Klinikası,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Limbak Labor,private,potential-client,Bakı,"Bakı şəhəri, Kazım Kazımzadə 123",(+994 12) 408 96 37 | (+994 12) 539 96 37,,yes,0,its.gov.az
LİV Bona Dea Hospital,private,potential-client,Bakı,"Bakı şəhəri, Nizami rayonu, Mehdi Abbasov küçəsi 2",900,,yes,0,its.gov.az
Loft Dent,private,potential-client,Bakı,Mirəli Seyidov küç. 19A,(+994 10) 533 33 03 | (+994 99) 533 33 03,9%,yes,0,sosial.gov.az
Loğman Klinika,private,potential-client,Bakı,"Bakı şəhəri, Nizami rayonu, Əlif Hacıyev küçəsi 12",(+994 12) 421 12 62 | (+994 12) 323 26 26 | (+994 12) 421 90 91 | (+994 50) 700 12 62 | (+994 99) 700 12 62,10%,yes,0,its.gov.az + sosial.gov.az + tibbiportal.az
Loğman Q.Qarayev,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Loğmed Klinikası,private,potential-client,Bakı,"Bakı şəhəri, Nizami rayonu, Kamil Balakişiyev 61 küçəsi",(+994 12) 421 77 33 | (+994 12) 421 53 93,,yes,0,its.gov.az
Loqos Gənclik,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Loqos Xalqlar Dostluğu,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Loqos Nərimanov,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Lor Hospital,private,potential-client,Bakı,"Bakı şəhəri, Nərimanov rayonu, Əhməd Rəcəbli küçəsi 19 K",(+994 12) 0111 | (+994 51) 477 01 11,,yes,0,its.gov.az + tibbiportal.az
Lovely Dent by Dr Khayal Samadov,private,potential-client,Bakı,İzzəddin Həsənoğlu küç. 31,(+994 50) 202 33 35,9%,yes,0,sosial.gov.az
Lux International Hospital,private,potential-client,Bakı,"Bakı şəhəri, Nərimanov rayonu, Faiq Yusifov 146A",(+994 50) 800 30 60,,yes,0,its.gov.az
Lux İnternational Hospital,private,potential-client,Bakı,"Nərimanov ray., Faiq Yüsifov küç. 146B",*3060 | (+994 12) 599 30 60 | (+994 50) 800 30 60,5%,yes,0,sosial.gov.az
Macrobiosis Tibb Mərkəzi,private,potential-client,Bakı,,,,no,0,tibbiportal.az
MayoMed Klinikası,private,potential-client,Bakı,"Bakı şəhəri, Nərimanov rayonu, Əhməd Rəcəbli 207",(+994 50) 278 93 94,,yes,0,its.gov.az
Mayomed Medical,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Med Olimp Klinikası,private,potential-client,Bakı,İnşaatçılar pr. 28,(+994 12) 565 02 75 | (+994 55) 247 48 45,15%,yes,0,sosial.gov.az
Med Servis Özəl Tibb Mərkəzi,private,potential-client,Bakı,Cəlil Məmmədquluzadə küç. 3,(+994 12) 596 68 44 | (+994 12) 596 68 48 | (+994 50) 220 56 12,5%,yes,0,sosial.gov.az
Medaura Klinik,private,potential-client,Bakı,Salatın Əsgərova küç. 178,(+994 70) 221 34 76,25%,yes,0,sosial.gov.az
MedEra Hospital,private,potential-client,Bakı,"Bakı şəhəri, Binəqədi Rayonu, Əcəmi Naxçıvani küçəsi 53, AZ1130",(+994 12) 992 | (+994 12) 561 03 03,,yes,0,its.gov.az + tibbiportal.az + medportal.az
Medholding,private,potential-client,Bakı,,,,no,0,tibbiportal.az
Medholding Estetik Klinika,private,potential-client,Bakı,"Yasamal ray., Fuad İbrahimbəyov küç. 20B",(+994 12) 436 87 84 | (+994 50) 203 77 78,30%,yes,0,sosial.gov.az
