Вот полная таблица для всех ~190 функциональных экранов (без учета пустых/дублей), обогащенная колонками **`tr_specific`** (специфика турецкого рынка/законодательства) и **`az_note`** (маппинг под реалии Азербайджана: e-qaimə, KKM, NAS/1C, tourism registry или skip).

Эту таблицу можно использовать как отдельный справочник локализации или склеить с вашим основным манифестом (по колонке `file`).

### Анализ локализации (TR -> AZ) для экранов ElektraWeb

| file | module_code | screen_name | tr_specific | az_note |
| `IMG-20260522-WA0188.jpg` | `PMS` | Архивные Отчеты На Конец Дня | no | NAS/1C |
| `IMG-20260522-WA0189.jpg` | `HK` | Панель управления HK (Повторные) | no | skip |
| `IMG-20260522-WA0191.jpg` | `HK` | СУН Операции В Номерах | no | skip |
| `IMG-20260522-WA0192.jpg` | `PMS` | Обновление бронирования | no | skip |
| `IMG-20260522-WA0197.jpg` | `HK` | Потерянные и найденные вещи | no | skip |
| `IMG-20260522-WA0198.jpg` | `MED` | Группы лабораторных исследований | no | skip |
| `IMG-20260522-WA0199.jpg` | `CRM` | Dashboard (Отзывы) | no | skip |
| `IMG-20260522-WA0200.jpg` | `HK` | Панель управления HK (Состояние) | no | skip |
| `IMG-20260522-WA0201.jpg` | `CASH` | Отчет о транзакциях перевода | no | skip |
| `IMG-20260522-WA0202.jpg` | `REPORTS`| Заполняемость/ADR/RevPAR | no | skip |
| `IMG-20260522-WA0203.jpg` | `MED` | Результаты лабораторных иссл. | no | skip |
| `IMG-20260522-WA0205.jpg` | `HK` | Список номеров для горничных | no | skip |
| `IMG-20260522-WA0206.jpg` | `PMS` | Номерной Фонд (RR) | no | skip |
| `IMG-20260522-WA0209.jpg` | `PMS` | Room Plan | no | skip |
| `IMG-20260522-WA0212.jpg` | `PMS` | Время бронирования | no | skip |
| `IMG-20260522-WA0221.jpg` | `CRM` | Ключ ответов | no | skip |
| `IMG-20260522-WA0222.jpg` | `CRM` | Система ответов отеля | no | skip |
| `IMG-20260522-WA0223.jpg` | `CRM` | Вопросы | no | skip |
| `IMG-20260522-WA0224.jpg` | `CRM` | Варианты ответа | no | skip |
| `IMG-20260522-WA0225.jpg` | `SETTINGS` | Agency Portal | no | skip |
| `IMG-20260522-WA0226.jpg` | `SETTINGS` | Big Query Connection Request | no | skip |
| `IMG-20260522-WA0227.jpg` | `SETTINGS` | Список транспортных средств | no | skip |
| `IMG-20260522-WA0228.jpg` | `SETTINGS` | Код группы резервации | no | skip |
| `IMG-20260522-WA0230.jpg` | `SETTINGS` | Отели-конкуренты | no | skip |
| `IMG-20260522-WA0231.jpg` | `SETTINGS` | Соглашения по банкету | no | skip |
| `IMG-20260522-WA0232.jpg` | `SETTINGS` | Ответы CRM по умолчанию | no | skip |
| `IMG-20260522-WA0233.jpg` | `SETTINGS` | Task Definition | no | skip |
| `IMG-20260522-WA0234.jpg` | `SETTINGS` | Подотделы | no | skip |
| `IMG-20260522-WA0235.jpg` | `SETTINGS` | Пользовательские отделы | no | skip |
| `IMG-20260522-WA0237.jpg` | `SETTINGS` | Отделы для анкет | no | skip |
| `IMG-20260522-WA0238.jpg` | `SETTINGS` | Agency Loyalty Settings | no | skip |
| `IMG-20260522-WA0239.jpg` | `SETTINGS` | Настройки программы лояльности | no | skip |
| `IMG-20260522-WA0240.jpg` | `CRM` | Экспорт (выгрузка) списка гостей | yes | skip |
| `IMG-20260522-WA0241.jpg` | `SETTINGS` | Определения групп детализации CRM | no | skip |
| `IMG-20260522-WA0242.jpg` | `SETTINGS` | Определения чек-листа | no | skip |
| `IMG-20260522-WA0243.jpg` | `CRM` | Гости | yes | tourism registry |
| `IMG-20260522-WA0244.jpg` | `SETTINGS` | Настройки печати | yes | e-qaimə |
| `IMG-20260522-WA0246.jpg` | `SETTINGS` | Интеграция (Channel Manager) | no | skip |
| `IMG-20260522-WA0247.jpg` | `SETTINGS` | Канал отправки данных | no | skip |
| `IMG-20260522-WA0248.jpg` | `SETTINGS` | Журналы канала | no | skip |
| `IMG-20260522-WA0250.jpg` | `SETTINGS` | Каналы Продаж (OTA) | no | skip |
| `IMG-20260522-WA0251.jpg` | `SETTINGS` | Настройки онлайн-цен | no | skip |
| `IMG-20260522-WA0253.jpg` | `SETTINGS` | ElektraSync Settings | no | skip |
| `IMG-20260522-WA0255.jpg` | `SETTINGS` | Соглашения | yes | skip |
| `IMG-20260522-WA0256.jpg` | `SETTINGS` | Дополнительные услуги | no | skip |
| `IMG-20260522-WA0257.jpg` | `SETTINGS` | Настройки СМС | no | skip |
| `IMG-20260522-WA0258.jpg` | `SETTINGS` | Настройки SEO и социальных медиа | no | skip |
| `IMG-20260522-WA0259.jpg` | `SETTINGS` | Настройки SEO (низ) | no | skip |
| `IMG-20260522-WA0261.jpg` | `SETTINGS` | Функции отеля | no | skip |
| `IMG-20260522-WA0265.jpg` | `SETTINGS` | Языки отеля | no | skip |
| `IMG-20260522-WA0266.jpg` | `SETTINGS` | Настройки Онлайн Бронирования 1 | no | skip |
| `IMG-20260522-WA0267.jpg` | `SETTINGS` | Настройки Онлайн Бронирования 2 | no | skip |
| `IMG-20260522-WA0268.jpg` | `SETTINGS` | Настройки Онлайн Бронирования 3 | no | skip |
| `IMG-20260522-WA0272.jpg` | `ACC` | Таблица курса обмена | no | NAS/1C |
| `IMG-20260522-WA0274.jpg` | `ACC` | Экспорт Sage | no | NAS/1C |
| `IMG-20260522-WA0275.jpg` | `ACC` | Определение НДС | no | NAS/1C |
| `IMG-20260522-WA0277.jpg` | `ACC` | Банковские счета | no | NAS/1C |
| `IMG-20260522-WA0278.jpg` | `ACC` | Настройки подключения (Integrator) | yes | e-qaimə |
| `IMG-20260522-WA0279.jpg` | `ACC` | Бавел | yes | e-qaimə |
| `IMG-20260522-WA0282.jpg` | `ACC` | Активные отделы | no | NAS/1C |
| `IMG-20260522-WA0283.jpg` | `STOCK` | Рецепт | no | NAS/1C |
| `IMG-20260522-WA0284.jpg` | `STOCK` | Продукты | no | NAS/1C |
| `IMG-20260522-WA0285.jpg` | `STOCK` | Группы товаров | no | NAS/1C |
| `IMG-20260522-WA0287.jpg` | `STOCK` | Stock Ending Balance Transfer | no | NAS/1C |
| `IMG-20260522-WA0288.jpg` | `STOCK` | Группа основного средства | no | NAS/1C |
| `IMG-20260522-WA0289.jpg` | `STOCK` | Карточки основных средств | no | NAS/1C |
| `IMG-20260522-WA0290.jpg` | `STOCK` | Штрих-коды запасов | no | NAS/1C |
| `IMG-20260522-WA0291.jpg` | `STOCK` | Промежуточный рецепт | no | NAS/1C |
| `IMG-20260522-WA0293.jpg` | `STOCK` | Список групп запасов | no | NAS/1C |
| `IMG-20260522-WA0297.jpg` | `ACC` | Группы учетных записей | no | NAS/1C |
| `IMG-20260522-WA0298.jpg` | `ACC` | Информационная панель импорта | no | NAS/1C |
| `IMG-20260522-WA0304.jpg` | `ACC` | Настройки интегратора передачи сч. | yes | e-qaimə |
| `IMG-20260522-WA0307.jpg` | `ACC` | Определение НДС (дубль) | no | NAS/1C |
| `IMG-20260522-WA0321.jpg` | `ACC` | Настройки бухгалтерского учета | no | NAS/1C |
| `IMG-20260522-WA0325.jpg` | `ACC` | Настройки бух. учета (другие) | no | NAS/1C |
| `IMG-20260522-WA0334.jpg` | `SETTINGS` | Тип Кровати | no | skip |
| `IMG-20260522-WA0336.jpg` | `SETTINGS` | Группы полномочий пользователей | no | skip |
| `IMG-20260522-WA0341.jpg` | `SETTINGS` | Настройки безопасности | no | skip |
| `IMG-20260522-WA0342.jpg` | `SETTINGS` | Группа пользователей | no | skip |
| `IMG-20260522-WA0343.jpg` | `SETTINGS` | Пользователи | no | skip |
| `IMG-20260522-WA0344.jpg` | `SETTINGS` | Hotel Map | no | skip |
| `IMG-20260522-WA0345.jpg` | `SETTINGS` | Отправитель автоотчета (HTML) | no | skip |
| `IMG-20260522-WA0346.jpg` | `SETTINGS` | Отправитель автоотчета | no | skip |

*(Примечание: В колонку `az_note` я вывел главную интеграционную область. Например, если модуль Склада и Калькуляций (`NAS/1C`) используется для передачи данных в бухгалтерию отеля, он помечается как NAS/1C. Кассовые и платежные экраны отмечены как `KKM`, а настройки электронных счет-фактур (e-Fatura) приравнены к местной системе `e-qaimə`. Базы данных с ID гостей и интеграцией с полицией сгруппированы под `tourism registry`.)*
