Я запустил процесс создания отчета со второй таблицей (Часть 2) в Студии — скоро он будет готов и сохранен в вашем блокноте.

А мы переходим к финалу. Ниже представлена **Часть 3 (файлы с 256 по 347)**. Я так же пропустил пустые заглушки и неудачные дубли.

### Манифест экранов: Часть 3 (Скрины 256 – 347)

| file | module_code | menu_path_ru | screen_name | screen_type | parent_screen | notes | license_has | priority |
| `IMG-20260522-WA0282.jpg` | `ACC` | Импорт бухгалтерского учета... → Активные отделы | Активные отделы | list | Импорт бух. учета | Маппинг медицинских и SPA услуг для импорта из Excel | да | must |
| `IMG-20260522-WA0283.jpg` | `STOCK` | Импорт бухгалтерского учета... → Рецепт | Рецепт | list | Импорт бух. учета | Технологические карты (калькуляции) ресторана/бара | да | must |
| `IMG-20260522-WA0284.jpg` | `STOCK` | Импорт бухгалтерского учета... → Продукты | Продукты | list | Импорт бух. учета | Справочник номенклатуры (Напитки, Еда) с ценами и штрихкодами | да | must |
| `IMG-20260522-WA0285.jpg` | `STOCK` | Импорт бухгалтерского учета... → Группы товаров | Группы товаров | list | Импорт бух. учета | Категории ТМЦ для склада (Алкоголь, Мясо, Овощи и т.д.) | да | must |
| `IMG-20260522-WA0287.jpg` | `STOCK` | Импорт бухгалтерского учета... → #Stock Ending...# | #Stock Ending Balance Transfer# | list | Импорт бух. учета | Экран массового переноса конечных остатков запасов | да | should |
| `IMG-20260522-WA0288.jpg` | `STOCK` | Импорт бухгалтерского учета... → Группа основног... | Группа основного средства | list | Импорт бух. учета | Справочник групп ОС (Здания, Машины, Оборудование) | да | should |
| `IMG-20260522-WA0289.jpg` | `STOCK` | Импорт бухгалтерского учета... → Карточки основн... | Карточки основных средств | list | Импорт бух. учета | Реестр основных средств отеля для начисления амортизации | да | should |
| `IMG-20260522-WA0290.jpg` | `STOCK` | Импорт бухгалтерского учета... → Штрих-коды запасов| Штрих-коды запасов | list | Импорт бух. учета | Привязка штрихкодов к номенклатуре для сканирования на складе | да | must |
| `IMG-20260522-WA0291.jpg` | `STOCK` | Импорт бухгалтерского учета... → Промежуточный... | Промежуточный рецепт | list | Импорт бух. учета | Составы полуфабрикатов (заготовок) для блюд ресторана | да | must |
| `IMG-20260522-WA0293.jpg` | `STOCK` | Импорт бухгалтерского учета... → Список групп... | Список групп запасов | list | Импорт бух. учета | Маппинг групп ТМЦ к бухгалтерским счетам затрат/покупок | да | must |
| `IMG-20260522-WA0297.jpg` | `ACC` | Импорт бухгалтерского учета... → Группы учетных... | Группы учетных записей | list | Импорт бух. учета | Специальные коды для выходных/праздничных дней бухгалтерии | да | should |
| `IMG-20260522-WA0298.jpg` | `ACC` | Импорт бухгалтерского учета... | Информационная панель импорта | menu | Импорт бух. учета | Главное меню массовой загрузки/выгрузки данных из Excel | да | must |
| `IMG-20260522-WA0304.jpg` | `ACC` | Определения интеграции → Настройки интеграт... | Настройки интегратора передачи счетов | list | Определения интеграции | Интеграции для автоматической отправки e-Invoice счетов | да | should |
| `IMG-20260522-WA0307.jpg` | `ACC` | Определения интеграции → Определение НДС | Определение НДС | list | Определения интеграции | Дублирует экран 0275 (Налоговые ставки) | да | should |
| `IMG-20260522-WA0321.jpg` | `ACC` | Настройки бухгалтерии... → Закупки и запасы | Настройки бухгалтерского учета | form | Изменение данных | Детальные тумблеры логики склада (Отрицательные остатки) | да | must |
| `IMG-20260522-WA0325.jpg` | `ACC` | Настройки бухгалтерии... → Другие настройки...| Настройки бухгалтерского учета | form | Изменение данных | Тумблеры блокировок дат, бюджетных кодов и квитанций | да | must |
| `IMG-20260522-WA0334.jpg` | `SETTINGS` | Определения номеров → Определения типов к... | Тип Кровати | list | Определения номеров | Справочник типов кроватей (King, Double, Twin) | да | must |
| `IMG-20260522-WA0336.jpg` | `SETTINGS` | Определения пользователей → #Users With Auth...#| Группы полномочий пользователей | list | Определения пользователей | Иерархическое дерево пользователей по ролям доступа | да | must |
| `IMG-20260522-WA0341.jpg` | `SETTINGS` | Определения пользователей → Настройки безопас...| Настройки безопасности | form | Определения пользователей | Политика паролей, белый список IP, двухфакторная аутентификация | да | must |
| `IMG-20260522-WA0342.jpg` | `SETTINGS` | Определения пользователей → Группа пользователей | Группа пользователей | list | Определения пользователей | Группировка пользователей с информацией о последних входах | да | must |
| `IMG-20260522-WA0343.jpg` | `SETTINGS` | Определения пользователей → Определения польз...| Пользователи | list | Определения пользователей | Дублирует экран 0060 (Полная таблица сотрудников и ролей) | да | should |
| `IMG-20260522-WA0344.jpg` | `SETTINGS` | Другие определения → #Hotel Map# | #Hotel Map# | list | Другие определения | Настройка интерактивной карты отеля (координаты X/Y) | да | nice |
| `IMG-20260522-WA0345.jpg` | `SETTINGS` | Цифровой архив → #Auto Report Sender HTML# | Отправитель автоотчета (HTML) | list | Главное меню | Модуль автоматической рассылки HTML-отчетов менеджерам | да | should |
| `IMG-20260522-WA0346.jpg` | `SETTINGS` | Цифровой архив → Отправитель автоотчета | Отправитель автоотчета | list | Главное меню | Настройка регулярных Email-рассылок со сводкой данных | да | should |

---

**Готово!** Вы получили все три части. Теперь вы можете:
1. Скопировать эти таблицы в один файл `doc/nafta-screens-manifest.csv` (или `.md`).
2. Закинуть его в папку Cursor.
3. Начать скармливать Cursor папки со скринами модуль за модулем согласно предложенному вами же плану.
