Отличный подход. Создание единого индексного файла (манифеста) — это самый грамотный способ скормить такой объем визуальных данных в Cursor без потери контекста.

Так как лимит контекста не позволяет выдать идеальную таблицу на все 292 файла за один ответ, **это Часть 1 (файлы с 056 по 155)**. Я пропустил пустые изображения или неудачные дубли, чтобы таблица была максимально полезной и чистой.

Скопируйте этот блок в ваш файл `doc/nafta-screens-manifest.csv` (можете использовать запятые или просто оставить как Markdown таблицу, Cursor отлично читает `.md` таблицы).

### Манифест экранов: Часть 1 (Скрины 056 – 155)

| file | module_code | menu_path_ru | screen_name | screen_type | parent_screen | notes | license_has | priority |
| `IMG-20260522-WA0088.jpg` | `SETTINGS` | Изменение данных отеля → Настройки отеля по умолч. 2 | Настройки завершения дня | settings | Изменение данных | Триггеры End Of Day (Асинхронное завершение, проверка касс) | да | must |
| `IMG-20260522-WA0089.jpg` | `SETTINGS` | Изменение данных отеля → Настройки отеля по умолч. 2 | Настройки ресторана / Групп | settings | Изменение данных | Настройки A-la-carte броней и видимости групповых доходов | да | should |
| `IMG-20260522-WA0090.jpg` | `SETTINGS` | Изменение данных отеля → Настройки отеля по умолч. 2 | Настройки службы уборки (СУН) | settings | Изменение данных | Логика हाउसкипинга (смена белья, период проверки минибара) | да | must |
| `IMG-20260522-WA0091.jpg` | `SETTINGS` | Изменение данных отеля → Настройки отеля по умолч. 2 | Настройка счета | settings | Изменение данных | Требования к инвойсам (City Ledger, Автоматическое создание счета) | да | must |
| `IMG-20260522-WA0092.jpg` | `SETTINGS` | Изменение данных отеля → Настройки отеля по умолч. 2 | Настройка склада | settings | Изменение данных | Использование FIFO для запасов, Бух. коды наличных/кредиток | да | must |
| `IMG-20260522-WA0093.jpg` | `SETTINGS` | Изменение данных отеля → Настройки отеля по умолч. 2 | Настройки почты | settings | Изменение данных | Баннеры для писем, параметры SMTP, данные Elektra Tenant | да | must |
| `IMG-20260522-WA0094.jpg` | `SETTINGS` | Изменение данных отеля → Настройки отеля по умолч. 2 | Информация отеля в счете | form | Изменение данных | Юр.лицо, IBAN, Регистрационный номер для выставления счетов | да | must |
| `IMG-20260522-WA0095.jpg` | `SETTINGS` | Изменение данных отеля → Настройки отеля по умолч. 2 | Настройки автоматизации парка | form | Изменение данных | Интеграция SFTP и прайсы для парковки / соц. сети | да | should |
| `IMG-20260522-WA0096.jpg` | `SETTINGS` | Изменение данных отеля → Параметры конфигурации | Параметры конфигурации | list | Изменение данных | Системные константы и параметры модулей (EASYPMS, Stok) | да | should |
| `IMG-20260522-WA0097.jpg` | `ACC` | Изменение данных отеля → Настройки бухгалтерии... | Настройки бухгалтерского учета | form | Изменение данных | Глубокий маппинг счетов: Сейфы, Зарплата, Кредиты, Курсовая разница | да | must |
| `IMG-20260522-WA0098.jpg` | `POS` | Изменение данных отеля → Настройки Pos-терминала... | Настройки Pos-терминала по умолч. | form | Изменение данных | Визуальный конструктор и настройки печати чеков ресторана | да | must |
| `IMG-20260522-WA0099.jpg` | `MAINTENANCE`| Изменение данных отеля → Экраны обслуживания | Экраны обслуживания | list | Изменение данных | Служебные утилиты пересчета (Сводка, Счета, Статистика) | да | should |
| `IMG-20260522-WA0100.jpg` | `MAINTENANCE`| Изменение данных отеля → Экраны обслуживания | Экраны обслуживания (низ) | list | Изменение данных | Служебные действия: Объединение гостей, Удаление дубликатов | да | should |
| `IMG-20260522-WA0102.jpg` | `SETTINGS` | Изменение данных отеля → Нотификация | Отправленные уведомления | list | Изменение данных | Журнал отправленных системных пушей и писем | да | nice |
| `IMG-20260522-WA0103.jpg` | `SETTINGS` | Изменение данных отеля → Нотификация | Матрица уведомлений | grid | Изменение данных | Большая таблица прав (Чекбоксы ролей и доступов к уведомлениям) | да | must |
| `IMG-20260522-WA0104.jpg` | `PMS` | Фронт-офис → Доступность Типа Номера | Доступность Типа Номера | grid | Фронт-офис | Классическая шахматка квот по типам номеров и датам (Всего/Доступно) | да | must |
| `IMG-20260522-WA0105.jpg` | `PMS` | Фронт-офис → Анализ динамической доступности... | Доступность Типа Номера | chart | Фронт-офис | Визуальная гистограмма занятости: Занято, Свободно, Блок, Обслуживание | да | must |
| `IMG-20260522-WA0106.jpg` | `PMS` | Фронт-офис → Групповые Бронирования | Групповые Бронирования | list | Фронт-офис | Управление блоками групп (Точный, Предварительный, Отмененный) | да | should |
| `IMG-20260522-WA0107.jpg` | `PMS` | Фронт-офис → Текущая Статус | Dashboard (Статусы) | dashboard | Фронт-офис | Графики по планам питания (BB/HB/FB) и статусу проживания | да | must |
| `IMG-20260522-WA0108.jpg` | `CASH` | Касса → Список счетов-фактур | Список счетов отеля | list | Касса | Реестр выставленных инвойсов (City Ledger, Наличные, Отмененные) | да | must |
| `IMG-20260522-WA0109.jpg` | `PMS` | Фронт-офис → Текущая Статус | Dashboard (Прогноз/Доходы) | dashboard | Фронт-офис | Сводка заездов-выездов (Pax/Rooms) и виджет текущего дохода/курсов | да | must |
| `IMG-20260522-WA0110.jpg` | `PMS` | Фронт-офис → Планы по изменению номера | Планы по изменению номера | list | Фронт-офис | Лог планируемых переселений гостей (Room Move) | да | should |
| `IMG-20260522-WA0112.jpg` | `PMS` | Список в полицию → KBS List Archive | KBS List Archive | list | Список в полицию | Журнал автоматической выгрузки списков гостей в полицию | да | must |
| `IMG-20260522-WA0113.jpg` | `CRM` | CRM списки → Причины поездки | Причина поездки гостя | list | CRM списки | Статистика по целям визита (полезно для аналитики санатория) | да | nice |
| `IMG-20260522-WA0115.jpg` | `PMS` | Фронт-офис → Свободные Номера | Свободные Номера | list | Фронт-офис | Поиск свободных комнат с фильтрами по свойствам кровати/виду | да | must |
| `IMG-20260522-WA0116.jpg` | `CASH` | Фронт-офис → Фолио-баланс бронирования | Бронирование с балансами фолио | list | Фронт-офис | Контроль задолженностей проживающих гостей | да | must |
| `IMG-20260522-WA0117.jpg` | `PMS` | Список в полицию → Автономное резервное копир...| Автономное резервное копирование | list | Главное меню | Экспорт списка In-House на случай падения интернета (Emergency) | да | should |
| `IMG-20260522-WA0118.jpg` | `CASH` | Касса → City Ledger FollowUp | Agency Statement | report | Касса | Отчет сверки задолженностей агентств (City Ledger) | да | must |
| `IMG-20260522-WA0119.jpg` | `CRM` | Экран Анкет → Подробный Анализ ответов... | Подробный анализ ответов на анкеты | report | Экран Анкет | Оценка качества сервиса по результатам гостевых опросов | да | should |
| `IMG-20260522-WA0120.jpg` | `PMS` | Фронт-офис → Анализ динамической доступности... | Доступность Типа Номера (Таблица)| grid | Фронт-офис | Детальная сетка доступности (Продано/Вмещает) по датам | да | must |
| `IMG-20260522-WA0121.jpg` | `CRM` | Панель CRM → Отчет По Ежедневный Статус | Отчет По Ежедневный Статус | dashboard | Панель CRM | Главная сводка отеля: Вчера/Сегодня/Завтра (Rooms, PAX, Occupancy) | да | must |
| `IMG-20260522-WA0123.jpg` | `PMS` | Фронт-офис → Текущая Статус | Dashboard (Статусы 2) | dashboard | Фронт-офис | Комбинация графика загрузки и мини-таблицы доступности номеров | да | must |
| `IMG-20260522-WA0124.jpg` | `PMS` | Фронт-офис → Текущая Статус | Ожидаемые выезды | list | Фронт-офис | Сводка на сегодня: Ожидаемые заезды/выезды, информер менеджера | да | must |
| `IMG-20260522-WA0125.jpg` | `PMS` | Фронт-офис → Текущая Статус | Dashboard (Аналитика) | dashboard | Фронт-офис | Круговые диаграммы демографии (Возраст) и % повторных гостей | да | must |
| `IMG-20260522-WA0126.jpg` | `MED` | Касса → Ежедневный мед. список гостей | Статусы здоровья гостей | list | Касса | Важнейший экран для санатория: Температура, Жалобы, Статус COVID | да | must |
| `IMG-20260522-WA0127.jpg` | `PMS` | Фронт-офис → Каналы Продаж (OTA) | Цена И Доступность Для Онлайн Канала | grid | Фронт-офис | Интерфейс Channel Manager: Цены и квоты в разрезе по дням | да | must |
| `IMG-20260522-WA0129.jpg` | `PMS` | Список в полицию → Список Интерпола | Список Интерпола | list | Список в полицию | Экран проверки гостей по черным спискам | да | should |
| `IMG-20260522-WA0131.jpg` | `PMS` | Ночной Аудит → Конец Дня | Операция На Конец Дня | wizard | Ночной Аудит | Чек-лист процедуры закрытия финансового дня (Night Audit) | да | must |
| `IMG-20260522-WA0133.jpg` | `CRM` | Панель CRM → Панель CRM | Панель CRM | dashboard | Панель CRM | Канбан доска по Задачам (Новый, Обработка, Завершено) по отделам | да | must |
| `IMG-20260522-WA0135.jpg` | `CASH` | Фронт-офис → Быстрое Начисление | Быстрое Начисление | form | Фронт-офис | Быстрый интерфейс (Quick Posting) пробития услуг на счет гостя | да | must |
| `IMG-20260522-WA0136.jpg` | `CASH` | Касса → Список перенаправленных счетов | Список перенаправленных счетов | list | Касса | Журнал правил Folio Routing (разделение счетов за проживание и экстра) | да | must |
| `IMG-20260522-WA0137.jpg` | `CRM` | Панель CRM → Отчет По Ежедневный Статус | VIP Arrivals / Nationality | dashboard | Панель CRM | Аналитика заездов VIP-персон и разбивка гостей по гражданству | да | must |
| `IMG-20260522-WA0138.jpg` | `CRM` | CRM → Мониторинг Отзывов | Reclaim Comments | list | Мониторинг Отзывов | Обработка жалоб и комментариев гостей (Статусы обработки) | да | should |
| `IMG-20260522-WA0139.jpg` | `CASH` | Касса → Кассовые Операции | Кассовые Операции | list | Касса | Журнал всех проводок (Оплаты, возвраты, начисления) | да | must |
| `IMG-20260522-WA0140.jpg` | `CASH` | Касса → Представление менеджера | Представление менеджера | dashboard | Касса | Сводка KPI (Адаптировано под мобайл): Продажи, ADR/RevPAR, Отмены | да | must |
| `IMG-20260522-WA0142.jpg` | `CRM` | Панель CRM → Панель CRM | Управление Задачами / Отзывами | dashboard | Панель CRM | Графики статусов задач и тональности отзывов (Положительный/Отрицат.) | да | should |
| `IMG-20260522-WA0143.jpg` | `PMS` | Фронт-офис → Трансфер отеля | Список имен для трансфера из аэропорта | list | Трансфер отеля | Реестр заказанных трансферов (Рейсы, Данные авто) | да | should |
| `IMG-20260522-WA0144.jpg` | `MED` | CRM списки → Формы лабораторных исслед. | Формы лабораторных исследований | list | CRM списки | Модуль санатория: Назначения тестов, Заметки врачей | да | must |
| `IMG-20260522-WA0145.jpg` | `CASH` | Касса → Предоплата | Предоплата | list | Касса | Управление депозитами и предварительными оплатами (до заезда) | да | must |
| `IMG-20260522-WA0146.jpg` | `POS` | Бронирование комплексов отеля → Бронирования POS | Hotel Restaurant & Facility Reservations | calendar | Бронирование POS | Таймлайн броней столиков и SPA-процедур по часам | да | must |
| `IMG-20260522-WA0149.jpg` | `CASH` | Касса → Касса | Касса | list | Главное меню | Сводный баланс смен кассиров (Наличные, Терминалы) | да | must |
| `IMG-20260522-WA0150.jpg` | `PMS` | Ночной Аудит → Лог В Конце Дня | Лог В Конце Дня | list | Ночной Аудит | Журнал системных ошибок и событий ночного аудита | да | must |
| `IMG-20260522-WA0151.jpg` | `CASH` | Касса → Ежедневный курс валют | Ежедневный курс валют | list | Касса | Интерфейс установки обменных курсов на сегодня | да | must |
| `IMG-20260522-WA0152.jpg` | `HK` | Служба Уборки Номеров → Управление горничными | Управление горничными | split | Служба Уборки | Мощный экран распределения комнат между горничными (drag & drop) | да | must |
| `IMG-20260522-WA0154.jpg` | `HK` | Служба Уборки Номеров → Панель управления НК | Панель управления HK | dashboard | Служба Уборки | Дашборд Housekeeping: Грязных, Ожидается выезд, Занято | да | must |
| `IMG-20260522-WA0155.jpg` | `CRM` | CRM списки → Источники бронирования | Источники бронирования | list | CRM списки | Статистика доходов в разрезе Источников (OTA, Walk-in, Корпоранты) | да | should |

---

**Что делать дальше:**
Если этот формат вас устраивает, просто скажите: **«Выведи Часть 2»** (и затем Часть 3), и я продолжу размечать оставшиеся скриншоты по этому же шаблону. 

В итоге у вас будет готовый `nafta-screens-manifest.csv`, который вы просто передадите в Cursor согласно вашей инструкции!
