record_group,tenant_id,company_name,sector,plaza_id,plaza_name,address,city,phone,email,website,voen,source,source_id,confidence,extra_json
plaza_tenant,plaza-0011,BDOAzərbaycan” məhdud m ə suliyy ə tli c ə miyy ə ti,accounting,plaza-azure,Azure Biznes Mərkəzi,"AZ1025, Bakı şəhəri, Nobel prospekti 15, Azure Biznes Mərkəzi 20-ci mərtəbə, otaq 140",Bakı,(012) 488-66-10 | (050) 283-82-44,office@bdo.az | crm@bdo.az,http://www.bdo.az | www.bdo.az,,accountants,bdoazrbaycan-mhdud-m-suliyy-tli-c-miyy-ti,high,"{""matched_plaza_alias"": ""azure biznes mərkəzi"", ""address_type"": ""operational"", ""director"": ""Salayev Yunis Elxan oğlu""}"
plaza_tenant,plaza-0047,"FOUR STAR İNTERNATİONAL"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-azure,Azure Biznes Mərkəzi,"AZ1025, BAKI ŞƏHƏRİ XƏTAİ RAYONU, 8 NOYABR, ev.15, AZURE BUSİNESS CENTER, m.165B",Bakı,,,,2009029541,legal_entities_tax_address,2009029541,high,"{""matched_plaza_alias"": ""azure"", ""address_type"": ""tax_legal"", ""tax_active"": ""false"", ""tax_status"": ""Dayandırılmış""}"
plaza_tenant,plaza-0018,GRANDİS AUDİT” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-azure,Azure Biznes Mərkəzi,"AZ1123, Bakı şəhəri, Xətai rayonu, 8 noyabr prospekti, Azure Biznes Centre",Bakı,(055) 471-59-89,grandisaudit@gmail.com,http://www.grandisaudit.com | www.grandisaudit.com,,accountants,grandis-audit-mhdud-msuliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""azure biznes centre"", ""address_type"": ""operational"", ""director"": ""Quliyev Fərid Nazim oğlu""}"
plaza_tenant,plaza-0019,Grovv Audit and Consulting” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-azure,Azure Biznes Mərkəzi,"AZ1025, Bakı şəhəri, 8 Noyabr pr., Azure Biznes Centre, 6-cı mərtəbə, 24 otaq.",Bakı,(012) 488-63-49 | (055) 277-50-99 | (050) 266-55-99,info@grow.az | o.abdurahmanov@grow.az,http://www.grow.az | www.grow.az,,accountants,grovv-audit-and-consulting-mhdud-msuliyytli-cmiy,high,"{""matched_plaza_alias"": ""azure biznes centre"", ""address_type"": ""operational"", ""director"": ""Abdurahmanov Orxan Əlisəfa oğlu""}"
plaza_tenant,plaza-0049,"HAPPY CAR"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-azure,Azure Biznes Mərkəzi,"AZ1025, BAKI ŞƏHƏRİ XƏTAİ RAYONU, 8 NOYABR, ev.15, AZURE BUSİNESS CENTER, OFİS 165B",Bakı,,,,2007687401,legal_entities_tax_address,2007687401,high,"{""matched_plaza_alias"": ""azure"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0050,"HAPPY DISTRO"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-azure,Azure Biznes Mərkəzi,"AZ1025, BAKI ŞƏHƏRİ XƏTAİ RAYONU, 8 NOYABR, ev.15, AZURE BUSİNESS CENTER, m.165B",Bakı,,,,2008938031,legal_entities_tax_address,2008938031,high,"{""matched_plaza_alias"": ""azure"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0052,"HIDAYAH GLOBAL LOGISTICS (PRIVATE) LIMITED COMPANY""-NİN AZƏRBAYCAN RESPUBLİKASINDAKI FİLİALI",company,plaza-azure,Azure Biznes Mərkəzi,"AZ1025, BAKI ŞƏHƏRİ XƏTAİ RAYONU, 8 NOYABR, ev.15, AZURE BUSİNESS CENTER, m.137",Bakı,,,,2009255201,legal_entities_tax_address,2009255201,high,"{""matched_plaza_alias"": ""azure"", ""address_type"": ""tax_legal"", ""tax_active"": ""false"", ""tax_status"": ""Dayandırılmış""}"
plaza_tenant,plaza-0054,"İMPEX FORUM BAKU"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-azure,Azure Biznes Mərkəzi,"AZ1025, BAKI ŞƏHƏRİ XƏTAİ RAYONU, 8 NOYABR, ev.15, AZURE BUSİNESS CENTER, OFİS 165B",Bakı,,,,2009057131,legal_entities_tax_address,2009057131,high,"{""matched_plaza_alias"": ""azure"", ""address_type"": ""tax_legal"", ""tax_active"": ""false"", ""tax_status"": ""Dayandırılmış""}"
plaza_tenant,plaza-0060,"MRT GROUP"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-azure,Azure Biznes Mərkəzi,"AZ1025, BAKI ŞƏHƏRİ XƏTAİ RAYONU, 8 NOYABR, ev.15 ""AZURE BUSİNESS CENTER"", m.137",Bakı,,,,2009459911,legal_entities_tax_address,2009459911,high,"{""matched_plaza_alias"": ""azure"", ""address_type"": ""tax_legal"", ""tax_active"": ""false"", ""tax_status"": ""Dayandırılmış""}"
plaza_tenant,plaza-0027,PRİNCİPAL” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-azure,Azure Biznes Mərkəzi,"8 Noyabr Prospekti 15, Azure Business Center",Bakı,(010) 260-77-88 (051) 934-76-76,principalmmc173@gmail.com,,,accountants,principal-mhdud-msuliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""azure business center"", ""address_type"": ""operational"", ""director"": ""Salayev Turab İdris oğlu""}"
plaza_tenant,plaza-0065,"PRİVATE PLUS"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-azure,Azure Biznes Mərkəzi,"AZ1025, BAKI ŞƏHƏRİ XƏTAİ RAYONU, 8 NOYABR, ev.15, AZURE BUSİNESS CENTER",Bakı,,,,2008992861,legal_entities_tax_address,2008992861,high,"{""matched_plaza_alias"": ""azure"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0068,"REGAL HOLDİNG"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-azure,Azure Biznes Mərkəzi,"AZ1025, BAKI ŞƏHƏRİ XƏTAİ RAYONU, 8 NOYABR, ev.542, MƏRTƏBƏ 15 PARK AZURE Y/M, BLOK B6",Bakı,,,,2006333111,legal_entities_tax_address,2006333111,high,"{""matched_plaza_alias"": ""azure"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0075,"TITANBOTICS (PRIVATE) LİMİTED COMPANY""-NİN AZƏRBAYCAN RESPUBLİKASINDAKI FİLİALI",company,plaza-azure,Azure Biznes Mərkəzi,"AZ1025, BAKI ŞƏHƏRİ XƏTAİ RAYONU, 8 NOYABR, ev.15, AZURE BUSİNESS CENTER, OFİS 137",Bakı,,,,2009046401,legal_entities_tax_address,2009046401,high,"{""matched_plaza_alias"": ""azure"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0007,"AZAUDİT"" məhdud məsuliyyətli cəmiyyəti",accounting,plaza-babek-plaza,Babək Plaza,"AZ1025, Bakı şəhəri, Babək prospekti 12A, Babək Plaza, B-blok, 6-cı mərtəbə",Bakı,(012) 488-06-18 | (050) 205-88-35,info@azaudit.az,http://www.azaudit.az | www.azaudit.az,,accountants,azaudit-mhdud-msuliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""babək plaza"", ""address_type"": ""operational"", ""director"": ""İsrəfilov Afiq Tofiq oğlu""}"
plaza_tenant,plaza-0061,"MUĞAN"" FİRMASI",company,plaza-babek-plaza,Babək Plaza,"AZ1025, BAKI ŞƏHƏRİ XƏTAİ RAYONU, ƏLƏDDİN QULİYEV, ev.11/31, BABƏK PLAZA, BLOK  A, 3-CÜ MƏRTƏBƏ",Bakı,,,,2000903231,legal_entities_tax_address,2000903231,high,"{""matched_plaza_alias"": ""babək plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0063,"NBA TECHNOLOGİES INTERNATİONAL"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-babek-plaza,Babək Plaza,"AZ1025, BAKI ŞƏHƏRİ XƏTAİ RAYONU, ƏLƏDDİN QULİYEV, ev.1131,  Babək Plaza , Blok C , 17-ci mərtəbə",Bakı,,,,1003268241,legal_entities_tax_address,1003268241,high,"{""matched_plaza_alias"": ""babək plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0029,Reanda Azərbaycan” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-bayil-plaza,Bayıl Plaza,"Bakı şəhəri, Səbail rayonu, Neftçi Qurban Abbasov küçəsi 29, Bayıl Plaza",Bakı,(012) 480-14-40 | (051) 229-12-80 | (051) 962-60-66,info@reanda-azerbaijan.com | r.manafov@reanda-azerbaijan.com,http://www.reanda-azerbaijan.com/** | www.reanda-azerbaijan.com | www.reanda-azerbaijan.com/**,,accountants,reanda-azrbaycan-mhdud-msuliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""bayıl plaza"", ""address_type"": ""operational"", ""director"": ""Manafov Rahim Əlikram oğlu""}"
plaza_tenant,plaza-0074,"STAR MİNİNG"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-bayil-plaza,Bayıl Plaza,"AZ1003, BAKI ŞƏHƏRİ SƏBAİL RAYONU, NEFTÇİ QURBAN ABBASOV, ev.29, Bayıl Plaza Biznes Mərkəzi, II-III mərtəbə",Bakı,,,,1003636361,legal_entities_tax_address,1003636361,high,"{""matched_plaza_alias"": ""bayıl plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0012,Bizcon Audit” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-bms-plaza,BMS Plaza,"Bakı şəhəri, Heydər Əliyev pr 115, BMS Plaza, 9-cu mərtəbə, 56-cı otaq",Bakı,(055) 864-24-06 (077) 250 96-16 | (050) 210-06-64,bayramov.anar82@gmail.com,,,accountants,bizcon-audit-mhdud-msuliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""bms plaza"", ""address_type"": ""operational"", ""director"": ""Bayramov Anar Cabir oğlu""}"
plaza_tenant,plaza-0043,"CAAS PSİXOLOGİYA LİQASI"" Məhdud Məsuliyyətli Cəmiyyəti",company,plaza-bms-plaza,BMS Plaza,"AZ1029, BAKI ŞƏHƏRİ NİZAMİ RAYONU, HEYDƏR ƏLİYEV PROSPEKTİ, ev.115, BMS PLAZA, m.73",Bakı,,,,1604741991,legal_entities_tax_address,1604741991,high,"{""matched_plaza_alias"": ""bms plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""false"", ""tax_status"": ""Dayandırılmış""}"
plaza_tenant,plaza-0053,"İDEOVATE CONSULTİNG""  Məhdud Məsuliyyətli Cəmiyyəti",accountants,plaza-bms-plaza,BMS Plaza,"AZ1029, BAKI ŞƏHƏRİ NİZAMİ RAYONU, HEYDƏR ƏLİYEV PROSPEKTİ, ev.187, BMS PLAZA, m.91",Bakı,(012) 310-09-25 ,shamonuriyev@gmail.com,,1702650991,legal_entities_tax_address,1702650991,high,"{""matched_plaza_alias"": ""bms plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0072,SPARKO” MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,company,plaza-bms-plaza,BMS Plaza,"AZ1029, BAKI ŞƏHƏRİ NİZAMİ RAYONU, HEYDƏR ƏLİYEV PROSPEKTİ, ev.115, m.94, BMS PLAZA",Bakı,,,,1302060191,legal_entities_tax_address,1302060191,high,"{""matched_plaza_alias"": ""bms plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0073,"SSANATT BY TARANA SULTAN""  Məhdud Məsuliyyətli Cəmiyyəti",company,plaza-bms-plaza,BMS Plaza,"AZ1029, BAKI ŞƏHƏRİ NİZAMİ RAYONU, HEYDƏR ƏLİYEV PROSPEKTİ, ev.115, BMS PLAZA, m.91",Bakı,,,,1604120191,legal_entities_tax_address,1604120191,high,"{""matched_plaza_alias"": ""bms plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""false"", ""tax_status"": ""Dayandırılmış""}"
plaza_tenant,plaza-0048,"GOLDEN EMIL 2009"" Məhdud Məsuliyyətli Cəmiyyəti",company,plaza-caspian-plaza-i,Caspian Plaza I,"AZ1065, BAKI ŞƏHƏRİ YASAMAL RAYONU, CƏFƏR CABBARLI, ev.CASPIAN PLAZA, m.74",Bakı,,,,1306418251,legal_entities_tax_address,1306418251,high,"{""matched_plaza_alias"": ""caspian plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""false"", ""tax_status"": ""Dayandırılmış""}"
plaza_tenant,plaza-0051,"HAYAT SONS TRAVEL AND TOURS"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-caspian-plaza-i,Caspian Plaza I,"AZ1065, BAKI ŞƏHƏRİ YASAMAL RAYONU, CƏFƏR CABBARLI, ev.44,Caspian Plaza,3-cü korpus,10-cu mərtəbə",Bakı,,,,1306102391,legal_entities_tax_address,1306102391,high,"{""matched_plaza_alias"": ""caspian plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0066,"PROJECT ADVİSORY GROUP"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",company,plaza-caspian-plaza-i,Caspian Plaza I,"AZ1065, BAKI ŞƏHƏRİ YASAMAL RAYONU, CƏFƏR CABBARLI, ev.44,Caspian Plaza, 3-cü mərtəbə",Bakı,,,,1303173851,legal_entities_tax_address,1303173851,high,"{""matched_plaza_alias"": ""caspian plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0070,"SAMADOV HÜQUQ VƏ AUDİT"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",accountants,plaza-caspian-plaza-i,Caspian Plaza I,"AZ1065, BAKI ŞƏHƏRİ YASAMAL RAYONU, CƏFƏR CABBARLI, ev.44, CASPIAN PLAZA, 3-CÜ KORPUS, 2-Cİ MƏRTƏBƏ",Bakı,(050) 823-05-15 ,ayshan.novruzova@samadovlaw.com ,,2004113961,legal_entities_tax_address,2004113961,high,"{""matched_plaza_alias"": ""caspian plaza"", ""address_type"": ""tax_legal"", ""tax_active"": ""true"", ""tax_status"": ""Aktiv""}"
plaza_tenant,plaza-0031,SAMADOV HÜQUQ VƏ AUDİT” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-caspian-plaza-i,Caspian Plaza I,"AZ1065, Bakı şəhəri, Yasamal rayonu C.Cabbarlı küçəsi 44, Caspian Plaza",Bakı,(050) 823-05-15 | (050) 285-95-65,ayshan.novruzova@samadovlaw.com | amina.alibalayeva@samadovlaw.com,,,accountants,samadov-huquq-v-audit-mhdud-msuliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""caspian plaza"", ""address_type"": ""operational"", ""director"": ""Səmədov Ruzi Emin oğlu""}"
plaza_tenant,plaza-0021,Kreston Global CBC” məhdud məsuliyyətli cəmiyyəti Baş direktor: Həsənov Rauf Kamil oğlu,accounting,plaza-caspian-plaza-iii,Caspian Plaza III,"AZ 1065, Bakı Şəhəri Cəfər Cabbarlı küçəsi 44, Caspian Plaza III, 12-ci mərtəbə",Bakı,(012) 497-04-23,office@cbcworld.com,,,accountants,kreston-global-cbc-mhdud-msuliyytli-cmiyyti-bas-,high,"{""matched_plaza_alias"": ""caspian plaza iii"", ""address_type"": ""operational"", ""director"": """"}"
plaza_tenant,plaza-0034,UHY Audit” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-chinar-plaza,Çinar Plaza,"AZ 1029, Bakı şəhəri, Heydər Əliyev Prospekti 152, Çinar Plaza, 25-ci mərtəbə",Bakı,(012) 480-13-62 | (050) 235-29-40,info@uhy-az.com | tabriz.mirzayev@uhy-az.com,http://www.uhy-az.com | www.uhy-az.com,,accountants,uhy-audit-mhdud-msuliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""çinar plaza"", ""address_type"": ""operational"", ""director"": ""Mirzəyev Təbriz Şahin oğlu""}"
plaza_tenant,plaza-0009,Baker Tilly Audit Azərbaycan” qapalı səhmdar cəmiyyəti,accounting,plaza-city-point,City Point Baku,"AZ1022, Bakı şəhəri, C.Məmmədquluzadə küçəsi 102 A, City Point Baku Biznes Mərkəzi 9-cu mərtəbə",Bakı,(012) 404-76-66 | (012) 404-76-67 | (050) 210-94-60,office@bakertilly.az,http://www.bakertilly.az | www.bakertilly.az,,accountants,baker-tilly-audit-azrbaycan-qapal-shmdar-cmiyyti,high,"{""matched_plaza_alias"": ""city point baku"", ""address_type"": ""operational"", ""director"": ""Səfiyev Səyavuş Kavı oğlu""}"
plaza_tenant,plaza-0023,Moore Stephens Azerbaijan” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-city-point,City Point Baku,"AZ1022, Bakı şəhəri, Cəlil Məmmədquluzadə küçəsi 102A, City Point Biznes Mərkəzi 6-cı mərtəbə",Bakı,(012) 490-77-47 | (050) 216-42-24 | (051)226-83-58 | (050) 226-83-58,baku@moore.az | baku@moorestephens.az,http://www.moorestephens.com | www.moorestephens.com,,accountants,moore-stephens-azerbaijan-mhdud-msuliyytli-cmiyy,high,"{""matched_plaza_alias"": ""city point biznes mərkəzi"", ""address_type"": ""operational"", ""director"": ""Əhmədov Fariz Nadir oğlu""}"
plaza_tenant,plaza-0033,TİD CONSULTING” qapalı səhmdar cəmiyyəti,accounting,plaza-city-point,City Point Baku,"AZ1065, Bakı şəhəri, C.Məmmədquluzadə küçəsi 102A, City Point Baku, 9-cu mərtəbə",Bakı,(012) 436-86-46 | 56 (012) 310-24-20 | (055) 236-86-46,reyhan.dadashova@tidconsulting.com | office@tidconsulting.com,http://www.tidconsulting.com | www.tidconsulting.com,,accountants,tid-consulting-qapal-shmdar-cmiyyti,high,"{""matched_plaza_alias"": ""city point baku"", ""address_type"": ""operational"", ""director"": ""Rzayeva Fidan Cabir qızı""}"
plaza_tenant,plaza-0005,"ATC SERVICES"" məhdud məsuliyyətli cəmiyyəti",accounting,plaza-demirchi-tower,Dəmirçi Tower,"AZ1123, Bakı şəhəri, Xətai rayonu, Xocalı prospekti 37, Dəmirçi Plaza",Bakı,(055) 211-57-52,orkhan.rzayev@gmail.com,,,accountants,atc-services-mhdud-msuliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""dəmirçi plaza"", ""address_type"": ""operational"", ""director"": ""Rzayev Orxan Rza oğlu""}"
plaza_tenant,plaza-0036,Grant Thornton” məhdud məsuliyyətli cəmiyyətinin Azərbaycan Respublikasındakı filialı,accounting,plaza-demirchi-tower,Dəmirçi Tower,"AZ1025, Bakı şəhəri, Xocalı prospekti 37, ""Dəmirçi Plaza"" 22-ci mərtəbə",Bakı,(012) 404-75-37 | (012) 404-75-38 | (050) 543-78-07,azer.akbarov@az.gt.com | info@az.gt.com,http://www.grantthornton.com | www.grantthornton.com,,accountants,grant-thornton-mhdud-msuliyytli-cmiyytinin-azrba,high,"{""matched_plaza_alias"": ""dəmirçi plaza"", ""address_type"": ""operational"", ""director"": ""Farouk Mohamed""}"
plaza_tenant,plaza-0026,Prime Audit and Consulting” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-demirchi-tower,Dəmirçi Tower,"AZ1025, Bakı şəhəri, Xətai rayonu, Xocalı prospekti 37, ""Dəmirçi Plaza""",Bakı,(012) 404-76-64 | (051) 404-76-64 | (055) 223-35-50,office@prac.az,,,accountants,prime-audit-and-consulting-mhdud-msuliyytli-cmiy,high,"{""matched_plaza_alias"": ""dəmirçi plaza"", ""address_type"": ""operational"", ""director"": ""HacızadəAnar Fuad oğlu""}"
plaza_tenant,plaza-0030,RSM Azerbaijan” məhdud məsuliyyətli cəmiyyəti,accounting,plaza-demirchi-tower,Dəmirçi Tower,"AZ1025, Bakı şəhəri, Xocalı prospekti 37, ""Demirchi Tower"" 18-ci mərtəbə",Bakı,(012) 480-45-71 | (055) 242-80-17 (055) 211-10-53,office@rsm.az | tural.maharramov@rsm.az | farida.hamidova@rsm.az,http://www.rsm.az | www.rsm.az,,accountants,rsm-azerbaijan-mhdud-msuliyytli-cmiyyti,high,"{""matched_plaza_alias"": ""demirchi tower"", ""address_type"": ""operational"", ""director"": ""Məhərrəmov Tural Musa oğlu""}"
