id,name,firm_type,director,city,address,phones,email,community_id,lawyers_search_url,has_cabinets,source,source_url
law-firm-038,Bakı şəhəri 31 saylı Vəkil Bürosu,law_firm,Əhmədova Aysel Zöhrab qızı,Bakı,"Bakı şəhəri, Ak. Həsən Əliyev küçəsi 36, 1 saylı ""ASAN Xidmət"" Mərkəzi",+994512151047,,80,https://barassociation.az/lawyersearch?community=80,no,barassociation.az,https://barassociation.az/communities?page=4
law-firm-039,Bakı şəhəri 32 saylı Vəkil Bürosu,law_firm,Heydərov Çingiz Məmmədxan oğlu,Bakı,"Bakı şəhəri, Yasamal rayonu, A.Abbasov küçəsi, ev 12, qapı-2",+994503254446,,120,https://barassociation.az/lawyersearch?community=120,no,barassociation.az,https://barassociation.az/communities?page=4
law-firm-040,Bakı şəhəri 33 saylı Vəkil Bürosu,law_firm,Süleymanlı Elxan Bəhmən oğlu,Bakı,"Bakı şəhəri, Nəsimi rayonu, A.Salamzadə küç. 1058",+994502221533,,108,https://barassociation.az/lawyersearch?community=108,no,barassociation.az,https://barassociation.az/communities?page=4
law-firm-041,Bakı şəhəri 34 saylı Vəkil Bürosu,law_firm,İsgəndərli Könül Teyyub qızı,Bakı,"Bakı şəhəri, 6 saylı Asan Xidmət Mərkəzi",0552109019,,109,https://barassociation.az/lawyersearch?community=109,no,barassociation.az,https://barassociation.az/communities?page=5
law-firm-042,Bakı şəhəri 35 saylı Vəkil Bürosu,law_firm,Quliyev Ülvi İsa oğlu,Bakı,"Bakı şəhəri, Nəsimi rayonu, Asif Məhərrəmov küç., ev 24A, m7",0504312525,,110,https://barassociation.az/lawyersearch?community=110,no,barassociation.az,https://barassociation.az/communities?page=5
law-firm-043,Bakı şəhəri 36 saylı Vəkil Bürosu,law_firm,Bayramov Ceyhun Qəhrəman oğlu,Bakı,"Bakı şəh., Yasamal r., Murad Mirzəyev küç, 113",0706451111,,117,https://barassociation.az/lawyersearch?community=117,no,barassociation.az,https://barassociation.az/communities?page=5
law-firm-044,Bakı şəhəri 37 saylı Vəkil Bürosu,law_firm,Əliyev Kəramət Fətəli oğlu,Bakı,"Bakı şəhəri, Nərimanov r., Məmməd Araz küç., ev 112c",0503149362,,126,https://barassociation.az/lawyersearch?community=126,no,barassociation.az,https://barassociation.az/communities?page=5
law-firm-045,Bakı şəhəri 38 saylı Vəkil Bürosu,law_firm,Mahmudov Orxan Fəqail oğlu,Bakı,"Bakı şəhəri, Nəsimi rayonu, Mirəsədulla Mirqasımov küç., 55, M3, m1",+994556012730,,128,https://barassociation.az/lawyersearch?community=128,no,barassociation.az,https://barassociation.az/communities?page=5
law-firm-046,Bakı şəhəri 39 saylı Vəkil Bürosu,law_firm,Məmmədova Yeganə Bayram qızı,Bakı,"Bakı şəhəri, Yasmal rayonu, Tbilisi pr. 57c",+994507409198,,102,https://barassociation.az/lawyersearch?community=102,no,barassociation.az,https://barassociation.az/communities?page=5
law-firm-047,Bakı şəhəri 4 saylı Vəkil Bürosu,law_firm,İbrahimov Ramiz Hilal oğlu,Bakı,"Bakı şəhəri, Yasamal rayonu, Balababa Məcidov küçəsi 48A","+994125947078 , +994125944940 , 594-55-76",,4,https://barassociation.az/lawyersearch?community=4,no,barassociation.az,https://barassociation.az/communities?page=5
